Year,Month,Province,Total_Population,Total_Vehicles,New_Factories,Rainfall,PM2.5
2020,Nov,บุรีรัมย์,1581184,535692.0,19,,14.333333333333334
2020,Nov,มุกดาหาร,350911,169017.0,3,,19.666666666666668
2020,Nov,บึงกาฬ,422042,124700.0,18,,14.5
2020,Nov,กาฬสินธุ์,977175,308951.0,23,,29.0
2020,Nov,ชัยภูมิ,1124924,388084.0,11,,21.0
2020,Nov,ยโสธร,534500,219548.0,17,,23.5
2020,Nov,อำนาจเจริญ,376195,133067.0,9,,18.5
2020,Nov,สุรินทร์,1378221,486776.0,17,,17.0
2020,Nov,ศรีสะเกษ,1458580,438534.0,12,,13.0
2020,Nov,ร้อยเอ็ด,1298640,430561.0,25,,19.794564102564102
2020,Nov,มหาสารคาม,953660,367058.0,16,,19.794564102564102
2020,Nov,หนองบัวลำภู,509470,166625.0,3,,19.794564102564102
2020,Nov,ฉะเชิงเทรา,720718,426248.0,112,,19.0
2020,Nov,ชลบุรี,1566885,1655116.0,251,,20.666666666666668
2020,Nov,ตราด,228536,134286.0,10,,15.25
2020,Nov,ระยอง,741524,784884.0,90,,21.0
2020,Nov,สระแก้ว,560925,262575.0,5,,19.0
2020,Nov,ปราจีนบุรี,493670,279467.0,35,,22.0
2020,Nov,จันทบุรี,535559,416371.0,14,,13.666666666666666
2020,Nov,นครนายก,260081,136953.0,2,,15.5
2020,Nov,กาญจนบุรี,891976,413278.0,29,,27.0
2020,Nov,ราชบุรี,869313,520878.0,34,,28.0
2020,Nov,สุพรรณบุรี,838628,504003.0,28,,21.75
2020,Nov,ประจวบคีรีขันธ์,550678,346970.0,8,,23.666666666666668
2020,Nov,เพชรบุรี,482193,343939.0,25,,19.794564102564102
2020,Nov,นราธิวาส,804429,248016.0,2,,17.0
2020,Nov,นครศรีธรรมราช,1550721,645463.0,42,,10.25
2020,Nov,ภูเก็ต,414471,492767.0,14,,18.0
2020,Nov,ยะลา,538602,292796.0,6,,11.0
2020,Nov,สงขลา,1428609,859971.0,44,,25.0
2020,Nov,สุราษฎร์ธานี,1067726,645827.0,51,,14.0
2020,Nov,สตูล,324098,137124.0,10,,9.0
2020,Nov,ตรัง,640574,353915.0,27,,8.25
2020,Nov,ชุมพร,509208,307250.0,41,,19.794564102564102
2020,Nov,กระบี่,477770,259625.0,24,,19.794564102564102
2020,Nov,พัทลุง,523077,254037.0,23,,19.794564102564102
2020,Nov,ปัตตานี,726015,245329.0,7,,19.794564102564102
2020,Nov,ระนอง,194372,97894.0,15,,19.794564102564102
2020,Nov,พังงา,268229,127367.0,4,,19.794564102564102
2020,Dec,กรุงเทพมหานคร,5588222,10971799.0,64,,34.916666666666664
2020,Dec,นนทบุรี,1276745,189955.0,35,,31.5
2020,Dec,ปทุมธานี,1176412,175071.0,77,,30.0
2020,Dec,สมุทรปราการ,1351479,162670.0,205,,32.8
2020,Dec,สมุทรสาคร,586199,244894.0,288,,45.0
2020,Dec,นครปฐม,920729,504023.0,116,,34.0
2020,Dec,พระนครศรีอยุธยา,819088,496186.0,55,,28.0
2020,Dec,สระบุรี,643828,448216.0,56,,32.0
2020,Dec,ลพบุรี,742928,440032.0,27,,27.666666666666668
2020,Dec,สิงห์บุรี,205898,141577.0,6,,35.0
2020,Dec,อ่างทอง,276584,157781.0,8,,25.62117948717949
2020,Dec,ชัยนาท,322477,177321.0,14,,25.62117948717949
2020,Dec,สมุทรสงคราม,192052,80262.0,2,,35.0
2020,Dec,นครสวรรค์,1040308,596923.0,30,,30.0
2020,Dec,อุทัยธานี,325868,184277.0,6,,35.0
2020,Dec,เชียงราย,1295026,772662.0,37,,27.0
2020,Dec,เชียงใหม่,1784370,1532297.0,39,,24.0
2020,Dec,น่าน,476727,247117.0,5,,23.0
2020,Dec,พะเยา,467356,277340.0,17,,35.0
2020,Dec,พิษณุโลก,849481,540424.0,23,,41.0
2020,Dec,แพร่,437350,268101.0,14,,27.0
2020,Dec,แม่ฮ่องสอน,284549,72894.0,0,,18.0
2020,Dec,ลำปาง,728964,469253.0,11,,23.25
2020,Dec,ลำพูน,402011,285919.0,16,,24.0
2020,Dec,ตาก,670265,245795.0,14,,32.0
2020,Dec,อุตรดิตถ์,448745,269791.0,8,,28.75
2020,Dec,สุโขทัย,587883,331662.0,13,,34.666666666666664
2020,Dec,พิจิตร,532310,296723.0,5,,34.666666666666664
2020,Dec,เพชรบูรณ์,981940,483356.0,32,,27.0
2020,Dec,กำแพงเพชร,714118,375536.0,32,,26.33333333333333
2020,Dec,ขอนแก่น,1794531,903795.0,50,,37.0
2020,Dec,นครราชสีมา,2633207,1422803.0,73,,31.0
2020,Dec,นครพนม,717201,225012.0,12,,28.0
2020,Dec,เลย,638736,292317.0,4,,23.0
2020,Dec,หนองคาย,517435,215279.0,12,,30.5
2020,Dec,อุบลราชธานี,1866697,779306.0,52,,19.0
2020,Dec,สกลนคร,1146936,513331.0,18,,21.0
2020,Dec,อุดรธานี,1567983,718683.0,31,,23.75
2020,Dec,บุรีรัมย์,1581184,535692.0,19,,19.33333333333333
2020,Dec,มุกดาหาร,350911,169017.0,3,,20.33333333333333
2020,Dec,บึงกาฬ,422042,124700.0,18,,17.0
2020,Dec,กาฬสินธุ์,977175,308951.0,23,,33.0
2020,Dec,ชัยภูมิ,1124924,388084.0,11,,25.0
2020,Dec,ยโสธร,534500,219548.0,17,,26.0
2020,Dec,อำนาจเจริญ,376195,133067.0,9,,20.0
2020,Dec,สุรินทร์,1378221,486776.0,17,,18.0
2020,Dec,ศรีสะเกษ,1458580,438534.0,12,,15.5
2020,Dec,ร้อยเอ็ด,1298640,430561.0,25,,25.62117948717949
2020,Dec,มหาสารคาม,953660,367058.0,16,,25.62117948717949
2020,Dec,หนองบัวลำภู,509470,166625.0,3,,25.62117948717949
2020,Dec,ฉะเชิงเทรา,720718,426248.0,112,,22.0
2020,Dec,ชลบุรี,1566885,1655116.0,251,,24.0
2020,Dec,ตราด,228536,134286.0,10,,17.5
2020,Dec,ระยอง,741524,784884.0,90,,22.4
2020,Dec,สระแก้ว,560925,262575.0,5,,19.0
2020,Dec,ปราจีนบุรี,493670,279467.0,35,,26.0
2020,Dec,จันทบุรี,535559,416371.0,14,,16.0
2020,Dec,นครนายก,260081,136953.0,2,,18.5
2020,Dec,กาญจนบุรี,891976,413278.0,29,,31.0
2020,Dec,ราชบุรี,869313,520878.0,34,,18.0
2020,Dec,สุพรรณบุรี,838628,504003.0,28,,29.0
2020,Dec,ประจวบคีรีขันธ์,550678,346970.0,8,,28.0
2020,Dec,เพชรบุรี,482193,343939.0,25,,25.62117948717949
2020,Dec,นราธิวาส,804429,248016.0,2,,12.0
2020,Dec,นครศรีธรรมราช,1550721,645463.0,42,,14.0
2020,Dec,ภูเก็ต,414471,492767.0,14,,20.0
2020,Dec,ยะลา,538602,292796.0,6,,9.5
2020,Dec,สงขลา,1428609,859971.0,44,,26.0
2020,Dec,สุราษฎร์ธานี,1067726,645827.0,51,,17.0
2020,Dec,สตูล,324098,137124.0,10,,10.0
2020,Dec,ตรัง,640574,353915.0,27,,11.0
2020,Dec,ชุมพร,509208,307250.0,41,,25.62117948717949
2020,Dec,กระบี่,477770,259625.0,24,,25.62117948717949
2020,Dec,พัทลุง,523077,254037.0,23,,25.62117948717949
2020,Dec,ปัตตานี,726015,245329.0,7,,25.62117948717949
2020,Dec,ระนอง,194372,97894.0,15,,25.62117948717949
2020,Dec,พังงา,268229,127367.0,4,,25.62117948717949
2021,Jan,กรุงเทพมหานคร,5588222,11244732.0,185,9.766666667,43.41666666666666
2021,Jan,นนทบุรี,1276745,188146.0,54,,37.0
2021,Jan,ปทุมธานี,1176412,177777.0,100,0.0,46.0
2021,Jan,สมุทรปราการ,1351479,166790.0,145,,44.8
2021,Jan,สมุทรสาคร,586199,247795.0,233,,53.0
2021,Jan,นครปฐม,920729,510639.0,122,,45.0
2021,Jan,พระนครศรีอยุธยา,819088,507689.0,47,0.0,40.0
2021,Jan,สระบุรี,643828,452398.0,63,,54.5
2021,Jan,ลพบุรี,742928,446393.0,14,16.71666667,37.5
2021,Jan,สิงห์บุรี,205898,142404.0,6,,42.0
2021,Jan,อ่างทอง,276584,159061.0,8,,32.039337995337995
2021,Jan,ชัยนาท,322477,179167.0,14,0.0,32.039337995337995
2021,Jan,สมุทรสงคราม,192052,82108.0,7,,34.0
2021,Jan,นครสวรรค์,1040308,606998.0,26,17.83333333,39.0
2021,Jan,อุทัยธานี,325868,188460.0,4,,42.5
2021,Jan,เชียงราย,1295026,788162.0,29,32.6,48.5
2021,Jan,เชียงใหม่,1784370,1553728.0,40,10.36666667,43.0
2021,Jan,น่าน,476727,253658.0,5,9.0,33.0
2021,Jan,พะเยา,467356,280964.0,19,10.23333333,52.0
2021,Jan,พิษณุโลก,849481,554206.0,15,2.333333333,56.0
2021,Jan,แพร่,437350,273459.0,5,15.43333333,44.0
2021,Jan,แม่ฮ่องสอน,284549,75771.0,1,6.533333333,34.0
2021,Jan,ลำปาง,728964,471485.0,19,15.6,47.25
2021,Jan,ลำพูน,402011,286878.0,20,8.766666667,34.0
2021,Jan,ตาก,670265,251446.0,4,3.4,52.0
2021,Jan,อุตรดิตถ์,448745,274234.0,10,9.333333333,35.666666666666664
2021,Jan,สุโขทัย,587883,337762.0,22,,47.0
2021,Jan,พิจิตร,532310,299531.0,10,0.0,35.0
2021,Jan,เพชรบูรณ์,981940,491662.0,34,5.377777778,30.5
2021,Jan,กำแพงเพชร,714118,382337.0,24,7.9,33.5
2021,Jan,ขอนแก่น,1794531,921736.0,50,3.966666667,49.0
2021,Jan,นครราชสีมา,2633207,1451489.0,70,3.75,44.0
2021,Jan,นครพนม,717201,230494.0,23,9.7,30.0
2021,Jan,เลย,638736,299159.0,16,5.5,31.75
2021,Jan,หนองคาย,517435,215986.0,14,22.46666667,60.0
2021,Jan,อุบลราชธานี,1866697,800994.0,39,13.46666667,31.0
2021,Jan,สกลนคร,1146936,532184.0,14,6.833333333,18.666666666666668
2021,Jan,อุดรธานี,1567983,738523.0,21,0.4,24.33333333333333
2021,Jan,บุรีรัมย์,1581184,548910.0,11,18.33333333,24.5
2021,Jan,มุกดาหาร,350911,178621.0,7,1.766666667,24.5
2021,Jan,บึงกาฬ,422042,129899.0,17,,14.0
2021,Jan,กาฬสินธุ์,977175,318717.0,26,,28.0
2021,Jan,ชัยภูมิ,1124924,395172.0,12,8.666666667,26.0
2021,Jan,ยโสธร,534500,223718.0,15,,24.0
2021,Jan,อำนาจเจริญ,376195,135686.0,7,,17.0
2021,Jan,สุรินทร์,1378221,498828.0,21,0.6,27.0
2021,Jan,ศรีสะเกษ,1458580,451444.0,13,0.0,20.0
2021,Jan,ร้อยเอ็ด,1298640,446370.0,41,10.66666667,32.039337995337995
2021,Jan,มหาสารคาม,953660,378366.0,10,8.766666667,32.039337995337995
2021,Jan,หนองบัวลำภู,509470,170768.0,8,,32.039337995337995
2021,Jan,ฉะเชิงเทรา,720718,432354.0,83,0.0,44.0
2021,Jan,ชลบุรี,1566885,1686585.0,223,0.6,36.333333333333336
2021,Jan,ตราด,228536,134533.0,8,39.36666667,27.0
2021,Jan,ระยอง,741524,801133.0,92,16.0,35.4
2021,Jan,สระแก้ว,560925,274079.0,17,5.0,33.0
2021,Jan,ปราจีนบุรี,493670,285652.0,50,8.9,44.0
2021,Jan,จันทบุรี,535559,425985.0,16,7.666666667,23.0
2021,Jan,นครนายก,260081,139094.0,1,,26.0
2021,Jan,กาญจนบุรี,891976,417909.0,31,1.066666667,42.0
2021,Jan,ราชบุรี,869313,529614.0,29,0.0,36.0
2021,Jan,สุพรรณบุรี,838628,508828.0,24,0.9,43.0
2021,Jan,ประจวบคีรีขันธ์,550678,349731.0,7,11.2,33.5
2021,Jan,เพชรบุรี,482193,350778.0,18,18.96666667,32.039337995337995
2021,Jan,นราธิวาส,804429,258186.0,8,233.5666667,20.0
2021,Jan,นครศรีธรรมราช,1550721,655358.0,29,0.0,21.0
2021,Jan,ภูเก็ต,414471,475274.0,7,23.45,26.0
2021,Jan,ยะลา,538602,304662.0,6,0.0,13.0
2021,Jan,สงขลา,1428609,878349.0,53,184.9333333,17.0
2021,Jan,สุราษฎร์ธานี,1067726,652266.0,64,0.366666667,22.0
2021,Jan,สตูล,324098,139218.0,15,44.53333333,14.0
2021,Jan,ตรัง,640574,357902.0,12,0.366666667,15.0
2021,Jan,ชุมพร,509208,313418.0,31,47.23333333,32.039337995337995
2021,Jan,กระบี่,477770,261206.0,11,,32.039337995337995
2021,Jan,พัทลุง,523077,259479.0,42,0.0,32.039337995337995
2021,Jan,ปัตตานี,726015,254147.0,10,142.8666667,32.039337995337995
2021,Jan,ระนอง,194372,99801.0,3,6.9,32.039337995337995
2021,Jan,พังงา,268229,125523.0,2,0.7,32.039337995337995
2021,Feb,กรุงเทพมหานคร,5588222,11244732.0,185,66.7,43.75
2021,Feb,นนทบุรี,1276745,188146.0,54,,38.0
2021,Feb,ปทุมธานี,1176412,177777.0,100,0.1,47.0
2021,Feb,สมุทรปราการ,1351479,166790.0,145,,44.0
2021,Feb,สมุทรสาคร,586199,247795.0,233,,48.0
2021,Feb,นครปฐม,920729,510639.0,122,,44.0
2021,Feb,พระนครศรีอยุธยา,819088,507689.0,47,3.8,45.0
2021,Feb,สระบุรี,643828,452398.0,63,,45.0
2021,Feb,ลพบุรี,742928,446393.0,14,5.133333333,42.0
2021,Feb,สิงห์บุรี,205898,142404.0,6,,43.0
2021,Feb,อ่างทอง,276584,159061.0,8,,39.20553846153846
2021,Feb,ชัยนาท,322477,179167.0,14,0.0,39.20553846153846
2021,Feb,สมุทรสงคราม,192052,82108.0,7,,30.0
2021,Feb,นครสวรรค์,1040308,606998.0,26,0.5,40.0
2021,Feb,อุทัยธานี,325868,188460.0,4,,50.0
2021,Feb,เชียงราย,1295026,788162.0,29,68.2,41.0
2021,Feb,เชียงใหม่,1784370,1553728.0,40,12.63333333,43.0
2021,Feb,น่าน,476727,253658.0,5,20.9,38.0
2021,Feb,พะเยา,467356,280964.0,19,28.06666667,44.0
2021,Feb,พิษณุโลก,849481,554206.0,15,38.26666667,56.0
2021,Feb,แพร่,437350,273459.0,5,16.26666667,48.0
2021,Feb,แม่ฮ่องสอน,284549,75771.0,1,8.866666667,44.0
2021,Feb,ลำปาง,728964,471485.0,19,6.5,58.75
2021,Feb,ลำพูน,402011,286878.0,20,18.1,46.0
2021,Feb,ตาก,670265,251446.0,4,18.35,64.0
2021,Feb,อุตรดิตถ์,448745,274234.0,10,31.33333333,43.66666666666666
2021,Feb,สุโขทัย,587883,337762.0,22,,80.5
2021,Feb,พิจิตร,532310,299531.0,10,16.5,43.0
2021,Feb,เพชรบูรณ์,981940,491662.0,34,13.65555556,46.5
2021,Feb,กำแพงเพชร,714118,382337.0,24,46.53333333,50.0
2021,Feb,ขอนแก่น,1794531,921736.0,50,46.5,46.0
2021,Feb,นครราชสีมา,2633207,1451489.0,70,6.9,44.0
2021,Feb,นครพนม,717201,230494.0,23,43.2,31.0
2021,Feb,เลย,638736,299159.0,16,26.9,42.75
2021,Feb,หนองคาย,517435,215986.0,14,51.26666667,52.0
2021,Feb,อุบลราชธานี,1866697,800994.0,39,2.5,55.0
2021,Feb,สกลนคร,1146936,532184.0,14,23.8,27.33333333333333
2021,Feb,อุดรธานี,1567983,738523.0,21,0.5,32.333333333333336
2021,Feb,บุรีรัมย์,1581184,548910.0,11,25.46666667,38.0
2021,Feb,มุกดาหาร,350911,178621.0,7,15.06666667,44.5
2021,Feb,บึงกาฬ,422042,129899.0,17,,29.0
2021,Feb,กาฬสินธุ์,977175,318717.0,26,,51.0
2021,Feb,ชัยภูมิ,1124924,395172.0,12,10.36666667,45.0
2021,Feb,ยโสธร,534500,223718.0,15,,49.0
2021,Feb,อำนาจเจริญ,376195,135686.0,7,,41.0
2021,Feb,สุรินทร์,1378221,498828.0,21,22.9,45.0
2021,Feb,ศรีสะเกษ,1458580,451444.0,13,1.0,42.0
2021,Feb,ร้อยเอ็ด,1298640,446370.0,41,50.3,39.20553846153846
2021,Feb,มหาสารคาม,953660,378366.0,10,7.9,39.20553846153846
2021,Feb,หนองบัวลำภู,509470,170768.0,8,,39.20553846153846
2021,Feb,ฉะเชิงเทรา,720718,432354.0,83,28.7,49.0
2021,Feb,ชลบุรี,1566885,1686585.0,223,21.7,38.0
2021,Feb,ตราด,228536,134533.0,8,74.26666667,40.0
2021,Feb,ระยอง,741524,801133.0,92,36.7,40.0
2021,Feb,สระแก้ว,560925,274079.0,17,44.43333333,41.0
2021,Feb,ปราจีนบุรี,493670,285652.0,50,30.86666667,50.0
2021,Feb,จันทบุรี,535559,425985.0,16,80.6,26.0
2021,Feb,นครนายก,260081,139094.0,1,,30.0
2021,Feb,กาญจนบุรี,891976,417909.0,31,81.06666667,46.0
2021,Feb,ราชบุรี,869313,529614.0,29,12.1,51.0
2021,Feb,สุพรรณบุรี,838628,508828.0,24,18.0,45.0
2021,Feb,ประจวบคีรีขันธ์,550678,349731.0,7,6.6,31.0
2021,Feb,เพชรบุรี,482193,350778.0,18,56.66666667,39.20553846153846
2021,Feb,นราธิวาส,804429,258186.0,8,255.6333333,23.0
2021,Feb,นครศรีธรรมราช,1550721,655358.0,29,2.0,26.0
2021,Feb,ภูเก็ต,414471,475274.0,7,61.95,27.0
2021,Feb,ยะลา,538602,304662.0,6,2.7,15.5
2021,Feb,สงขลา,1428609,878349.0,53,0.0,20.0
2021,Feb,สุราษฎร์ธานี,1067726,652266.0,64,0.483333333,24.0
2021,Feb,สตูล,324098,139218.0,15,42.66666667,17.0
2021,Feb,ตรัง,640574,357902.0,12,0.433333333,13.666666666666666
2021,Feb,ชุมพร,509208,313418.0,31,0.8,39.20553846153846
2021,Feb,กระบี่,477770,261206.0,11,,39.20553846153846
2021,Feb,พัทลุง,523077,259479.0,42,7.7,39.20553846153846
2021,Feb,ปัตตานี,726015,254147.0,10,165.1,39.20553846153846
2021,Feb,ระนอง,194372,99801.0,3,60.53333333,39.20553846153846
2021,Feb,พังงา,268229,125523.0,2,0.533333333,39.20553846153846
2021,Mar,กรุงเทพมหานคร,5588222,11244732.0,185,3.0,28.0
2021,Mar,นนทบุรี,1276745,188146.0,54,,23.5
2021,Mar,ปทุมธานี,1176412,177777.0,100,37.5,30.0
2021,Mar,สมุทรปราการ,1351479,166790.0,145,,26.2
2021,Mar,สมุทรสาคร,586199,247795.0,233,,27.5
2021,Mar,นครปฐม,920729,510639.0,122,,26.0
2021,Mar,พระนครศรีอยุธยา,819088,507689.0,47,7.3,32.0
2021,Mar,สระบุรี,643828,452398.0,63,,34.5
2021,Mar,ลพบุรี,742928,446393.0,14,65.65,43.5
2021,Mar,สิงห์บุรี,205898,142404.0,6,,38.0
2021,Mar,อ่างทอง,276584,159061.0,8,,41.57794871794872
2021,Mar,ชัยนาท,322477,179167.0,14,6.1,41.57794871794872
2021,Mar,สมุทรสงคราม,192052,82108.0,7,,15.0
2021,Mar,นครสวรรค์,1040308,606998.0,26,23.2,36.0
2021,Mar,อุทัยธานี,325868,188460.0,4,,52.0
2021,Mar,เชียงราย,1295026,788162.0,29,1.0,71.0
2021,Mar,เชียงใหม่,1784370,1553728.0,40,30.9,78.0
2021,Mar,น่าน,476727,253658.0,5,19.6,55.0
2021,Mar,พะเยา,467356,280964.0,19,34.86666667,67.0
2021,Mar,พิษณุโลก,849481,554206.0,15,35.06666667,48.0
2021,Mar,แพร่,437350,273459.0,5,45.43333333,59.0
2021,Mar,แม่ฮ่องสอน,284549,75771.0,1,7.233333333,146.0
2021,Mar,ลำปาง,728964,471485.0,19,19.43333333,59.0
2021,Mar,ลำพูน,402011,286878.0,20,30.86666667,62.0
2021,Mar,ตาก,670265,251446.0,4,20.3,69.0
2021,Mar,อุตรดิตถ์,448745,274234.0,10,19.86666667,53.333333333333336
2021,Mar,สุโขทัย,587883,337762.0,22,,79.0
2021,Mar,พิจิตร,532310,299531.0,10,1.0,49.0
2021,Mar,เพชรบูรณ์,981940,491662.0,34,71.63333333,51.0
2021,Mar,กำแพงเพชร,714118,382337.0,24,41.73333333,58.0
2021,Mar,ขอนแก่น,1794531,921736.0,50,77.6,51.0
2021,Mar,นครราชสีมา,2633207,1451489.0,70,96.0,46.0
2021,Mar,นครพนม,717201,230494.0,23,26.1,49.0
2021,Mar,เลย,638736,299159.0,16,39.6,56.0
2021,Mar,หนองคาย,517435,215986.0,14,101.5666667,51.0
2021,Mar,อุบลราชธานี,1866697,800994.0,39,3.9,87.0
2021,Mar,สกลนคร,1146936,532184.0,14,106.4,34.666666666666664
2021,Mar,อุดรธานี,1567983,738523.0,21,0.433333333,41.0
2021,Mar,บุรีรัมย์,1581184,548910.0,11,71.6,39.0
2021,Mar,มุกดาหาร,350911,178621.0,7,50.93333333,50.0
2021,Mar,บึงกาฬ,422042,129899.0,17,,37.0
2021,Mar,กาฬสินธุ์,977175,318717.0,26,,55.0
2021,Mar,ชัยภูมิ,1124924,395172.0,12,50.83333333,36.0
2021,Mar,ยโสธร,534500,223718.0,15,,48.0
2021,Mar,อำนาจเจริญ,376195,135686.0,7,,41.0
2021,Mar,สุรินทร์,1378221,498828.0,21,11.8,37.0
2021,Mar,ศรีสะเกษ,1458580,451444.0,13,1.0,41.0
2021,Mar,ร้อยเอ็ด,1298640,446370.0,41,36.5,41.57794871794872
2021,Mar,มหาสารคาม,953660,378366.0,10,35.9,41.57794871794872
2021,Mar,หนองบัวลำภู,509470,170768.0,8,,41.57794871794872
2021,Mar,ฉะเชิงเทรา,720718,432354.0,83,95.4,32.0
2021,Mar,ชลบุรี,1566885,1686585.0,223,60.76666667,19.666666666666668
2021,Mar,ตราด,228536,134533.0,8,129.3,20.0
2021,Mar,ระยอง,741524,801133.0,92,52.7,20.6
2021,Mar,สระแก้ว,560925,274079.0,17,44.33333333,28.0
2021,Mar,ปราจีนบุรี,493670,285652.0,50,60.86666667,36.0
2021,Mar,จันทบุรี,535559,425985.0,16,65.73333333,25.5
2021,Mar,นครนายก,260081,139094.0,1,,28.0
2021,Mar,กาญจนบุรี,891976,417909.0,31,39.6,26.0
2021,Mar,ราชบุรี,869313,529614.0,29,19.9,31.0
2021,Mar,สุพรรณบุรี,838628,508828.0,24,3.0,34.0
2021,Mar,ประจวบคีรีขันธ์,550678,349731.0,7,7.4,30.0
2021,Mar,เพชรบุรี,482193,350778.0,18,18.2,41.57794871794872
2021,Mar,นราธิวาส,804429,258186.0,8,67.0,17.0
2021,Mar,นครศรีธรรมราช,1550721,655358.0,29,53.3,18.0
2021,Mar,ภูเก็ต,414471,475274.0,7,55.66666667,23.0
2021,Mar,ยะลา,538602,304662.0,6,200.5,13.5
2021,Mar,สงขลา,1428609,878349.0,53,194.3,15.0
2021,Mar,สุราษฎร์ธานี,1067726,652266.0,64,12.55,26.0
2021,Mar,สตูล,324098,139218.0,15,153.2666667,13.0
2021,Mar,ตรัง,640574,357902.0,12,0.433333333,14.666666666666666
2021,Mar,ชุมพร,509208,313418.0,31,18.5,41.57794871794872
2021,Mar,กระบี่,477770,261206.0,11,,41.57794871794872
2021,Mar,พัทลุง,523077,259479.0,42,58.7,41.57794871794872
2021,Mar,ปัตตานี,726015,254147.0,10,52.4,41.57794871794872
2021,Mar,ระนอง,194372,99801.0,3,72.4,41.57794871794872
2021,Mar,พังงา,268229,125523.0,2,0.5,41.57794871794872
2021,Apr,กรุงเทพมหานคร,5588222,11244732.0,185,53.18333333,21.416666666666668
2021,Apr,นนทบุรี,1276745,188146.0,54,,16.5
2021,Apr,ปทุมธานี,1176412,177777.0,100,0.0,21.0
2021,Apr,สมุทรปราการ,1351479,166790.0,145,,22.4
2021,Apr,สมุทรสาคร,586199,247795.0,233,,22.0
2021,Apr,นครปฐม,920729,510639.0,122,,17.0
2021,Apr,พระนครศรีอยุธยา,819088,507689.0,47,0.0,21.0
2021,Apr,สระบุรี,643828,452398.0,63,,24.0
2021,Apr,ลพบุรี,742928,446393.0,14,70.80416667,45.0
2021,Apr,สิงห์บุรี,205898,142404.0,6,,41.0
2021,Apr,อ่างทอง,276584,159061.0,8,,38.42352662721893
2021,Apr,ชัยนาท,322477,179167.0,14,0.0,38.42352662721893
2021,Apr,สมุทรสงคราม,192052,82108.0,7,,9.0
2021,Apr,นครสวรรค์,1040308,606998.0,26,61.3,25.0
2021,Apr,อุทัยธานี,325868,188460.0,4,,55.5
2021,Apr,เชียงราย,1295026,788162.0,29,102.9333333,62.5
2021,Apr,เชียงใหม่,1784370,1553728.0,40,47.95,36.0
2021,Apr,น่าน,476727,253658.0,5,66.4,30.0
2021,Apr,พะเยา,467356,280964.0,19,80.08333333,31.0
2021,Apr,พิษณุโลก,849481,554206.0,15,51.66666667,25.0
2021,Apr,แพร่,437350,273459.0,5,22.05,28.0
2021,Apr,แม่ฮ่องสอน,284549,75771.0,1,58.16666667,50.0
2021,Apr,ลำปาง,728964,471485.0,19,38.8,27.5
2021,Apr,ลำพูน,402011,286878.0,20,21.2,27.0
2021,Apr,ตาก,670265,251446.0,4,6.958333333,22.0
2021,Apr,อุตรดิตถ์,448745,274234.0,10,30.43333333,57.333333333333336
2021,Apr,สุโขทัย,587883,337762.0,22,,59.0
2021,Apr,พิจิตร,532310,299531.0,10,0.0,52.5
2021,Apr,เพชรบูรณ์,981940,491662.0,34,40.00555556,49.0
2021,Apr,กำแพงเพชร,714118,382337.0,24,51.31666667,59.5
2021,Apr,ขอนแก่น,1794531,921736.0,50,64.51666667,31.0
2021,Apr,นครราชสีมา,2633207,1451489.0,70,56.30833333,24.0
2021,Apr,นครพนม,717201,230494.0,23,75.08333333,31.0
2021,Apr,เลย,638736,299159.0,16,37.75,49.75
2021,Apr,หนองคาย,517435,215986.0,14,64.68333333,10.0
2021,Apr,อุบลราชธานี,1866697,800994.0,39,59.73333333,33.0
2021,Apr,สกลนคร,1146936,532184.0,14,59.43333333,38.333333333333336
2021,Apr,อุดรธานี,1567983,738523.0,21,1.983333333,45.0
2021,Apr,บุรีรัมย์,1581184,548910.0,11,77.26666667,29.5
2021,Apr,มุกดาหาร,350911,178621.0,7,44.4,51.5
2021,Apr,บึงกาฬ,422042,129899.0,17,,58.0
2021,Apr,กาฬสินธุ์,977175,318717.0,26,,65.0
2021,Apr,ชัยภูมิ,1124924,395172.0,12,44.28333333,41.0
2021,Apr,ยโสธร,534500,223718.0,15,,50.0
2021,Apr,อำนาจเจริญ,376195,135686.0,7,,50.0
2021,Apr,สุรินทร์,1378221,498828.0,21,94.13333333,31.0
2021,Apr,ศรีสะเกษ,1458580,451444.0,13,0.0,36.0
2021,Apr,ร้อยเอ็ด,1298640,446370.0,41,80.66666667,38.42352662721893
2021,Apr,มหาสารคาม,953660,378366.0,10,45.9,38.42352662721893
2021,Apr,หนองบัวลำภู,509470,170768.0,8,,38.42352662721893
2021,Apr,ฉะเชิงเทรา,720718,432354.0,83,0.0,20.0
2021,Apr,ชลบุรี,1566885,1686585.0,223,98.0,16.333333333333332
2021,Apr,ตราด,228536,134533.0,8,102.2333333,12.0
2021,Apr,ระยอง,741524,801133.0,92,50.98333333,15.8
2021,Apr,สระแก้ว,560925,274079.0,17,53.68333333,11.0
2021,Apr,ปราจีนบุรี,493670,285652.0,50,41.96666667,23.0
2021,Apr,จันทบุรี,535559,425985.0,16,114.5166667,22.0
2021,Apr,นครนายก,260081,139094.0,1,,29.0
2021,Apr,กาญจนบุรี,891976,417909.0,31,31.91666667,11.0
2021,Apr,ราชบุรี,869313,529614.0,29,0.0,18.0
2021,Apr,สุพรรณบุรี,838628,508828.0,24,46.38333333,22.0
2021,Apr,ประจวบคีรีขันธ์,550678,349731.0,7,11.36666667,32.0
2021,Apr,เพชรบุรี,482193,350778.0,18,12.66666667,38.42352662721893
