Year,Month,Province,Total_Population,Total_Vehicles,New_Factories,Rainfall,PM2.5
2020,Feb,สิงห์บุรี,205898,141577.0,6,,43.0
2020,Feb,อ่างทอง,276584,157781.0,8,,39.20553846153846
2020,Feb,ชัยนาท,322477,177321.0,14,,39.20553846153846
2020,Feb,สมุทรสงคราม,192052,80262.0,2,,32.0
2020,Feb,นครสวรรค์,1040308,596923.0,30,,45.0
2020,Feb,อุทัยธานี,325868,184277.0,6,,50.0
2020,Feb,เชียงราย,1295026,772662.0,37,,56.5
2020,Feb,เชียงใหม่,1784370,1532297.0,39,,54.0
2020,Feb,น่าน,476727,247117.0,5,,50.5
2020,Feb,พะเยา,467356,277340.0,17,,61.0
2020,Feb,พิษณุโลก,849481,540424.0,23,,51.5
2020,Feb,แพร่,437350,268101.0,14,,64.0
2020,Feb,แม่ฮ่องสอน,284549,72894.0,0,,86.0
2020,Feb,ลำปาง,728964,469253.0,11,,51.5
2020,Feb,ลำพูน,402011,285919.0,16,,39.0
2020,Feb,ตาก,670265,245795.0,14,,60.0
2020,Feb,อุตรดิตถ์,448745,269791.0,8,,43.66666666666666
2020,Feb,สุโขทัย,587883,331662.0,13,,80.5
2020,Feb,พิจิตร,532310,296723.0,5,,43.0
2020,Feb,เพชรบูรณ์,981940,483356.0,32,,46.5
2020,Feb,กำแพงเพชร,714118,375536.0,32,,50.0
2020,Feb,ขอนแก่น,1794531,903795.0,50,,45.0
2020,Feb,นครราชสีมา,2633207,1422803.0,73,,50.0
2020,Feb,นครพนม,717201,225012.0,12,,38.25
2020,Feb,เลย,638736,292317.0,4,,46.0
2020,Feb,หนองคาย,517435,215279.0,12,,49.0
2020,Feb,อุบลราชธานี,1866697,779306.0,52,,46.0
2020,Feb,สกลนคร,1146936,513331.0,18,,27.33333333333333
2020,Feb,อุดรธานี,1567983,718683.0,31,,32.333333333333336
2020,Feb,บุรีรัมย์,1581184,535692.0,19,,38.0
2020,Feb,มุกดาหาร,350911,169017.0,3,,44.5
2020,Feb,บึงกาฬ,422042,124700.0,18,,29.0
2020,Feb,กาฬสินธุ์,977175,308951.0,23,,51.0
2020,Feb,ชัยภูมิ,1124924,388084.0,11,,45.0
2020,Feb,ยโสธร,534500,219548.0,17,,49.0
2020,Feb,อำนาจเจริญ,376195,133067.0,9,,41.0
2020,Feb,สุรินทร์,1378221,486776.0,17,,45.0
2020,Feb,ศรีสะเกษ,1458580,438534.0,12,,42.0
2020,Feb,ร้อยเอ็ด,1298640,430561.0,25,,39.20553846153846
2020,Feb,มหาสารคาม,953660,367058.0,16,,39.20553846153846
2020,Feb,หนองบัวลำภู,509470,166625.0,3,,39.20553846153846
2020,Feb,ฉะเชิงเทรา,720718,426248.0,112,,40.0
2020,Feb,ชลบุรี,1566885,1655116.0,251,,38.333333333333336
2020,Feb,ตราด,228536,134286.0,10,,30.0
2020,Feb,ระยอง,741524,784884.0,90,,38.8
2020,Feb,สระแก้ว,560925,262575.0,5,,42.0
2020,Feb,ปราจีนบุรี,493670,279467.0,35,,56.0
2020,Feb,จันทบุรี,535559,416371.0,14,,26.0
2020,Feb,นครนายก,260081,136953.0,2,,30.0
2020,Feb,กาญจนบุรี,891976,413278.0,29,,59.0
2020,Feb,ราชบุรี,869313,520878.0,34,,51.0
2020,Feb,สุพรรณบุรี,838628,504003.0,28,,36.333333333333336
2020,Feb,ประจวบคีรีขันธ์,550678,346970.0,8,,31.0
2020,Feb,เพชรบุรี,482193,343939.0,25,,39.20553846153846
2020,Feb,นราธิวาส,804429,248016.0,2,,16.0
2020,Feb,นครศรีธรรมราช,1550721,645463.0,42,,20.0
2020,Feb,ภูเก็ต,414471,492767.0,14,,15.0
2020,Feb,ยะลา,538602,292796.0,6,,14.0
2020,Feb,สงขลา,1428609,859971.0,44,,17.0
2020,Feb,สุราษฎร์ธานี,1067726,645827.0,51,,19.0
2020,Feb,สตูล,324098,137124.0,10,,12.0
2020,Feb,ตรัง,640574,353915.0,27,,13.666666666666666
2020,Feb,ชุมพร,509208,307250.0,41,,39.20553846153846
2020,Feb,กระบี่,477770,259625.0,24,,39.20553846153846
2020,Feb,พัทลุง,523077,254037.0,23,,39.20553846153846
2020,Feb,ปัตตานี,726015,245329.0,7,,39.20553846153846
2020,Feb,ระนอง,194372,97894.0,15,,39.20553846153846
2020,Feb,พังงา,268229,127367.0,4,,39.20553846153846
2020,Mar,กรุงเทพมหานคร,5588222,10971799.0,64,,22.5
2020,Mar,นนทบุรี,1276745,189955.0,35,,21.0
2020,Mar,ปทุมธานี,1176412,175071.0,77,,23.0
2020,Mar,สมุทรปราการ,1351479,162670.0,205,,22.0
2020,Mar,สมุทรสาคร,586199,244894.0,288,,20.5
2020,Mar,นครปฐม,920729,504023.0,116,,22.0
2020,Mar,พระนครศรีอยุธยา,819088,496186.0,55,,30.0
2020,Mar,สระบุรี,643828,448216.0,56,,35.0
2020,Mar,ลพบุรี,742928,440032.0,27,,43.5
2020,Mar,สิงห์บุรี,205898,141577.0,6,,38.0
2020,Mar,อ่างทอง,276584,157781.0,8,,41.57794871794872
2020,Mar,ชัยนาท,322477,177321.0,14,,41.57794871794872
2020,Mar,สมุทรสงคราม,192052,80262.0,2,,22.0
2020,Mar,นครสวรรค์,1040308,596923.0,30,,39.0
2020,Mar,อุทัยธานี,325868,184277.0,6,,52.0
2020,Mar,เชียงราย,1295026,772662.0,37,,108.0
2020,Mar,เชียงใหม่,1784370,1532297.0,39,,81.0
2020,Mar,น่าน,476727,247117.0,5,,86.0
2020,Mar,พะเยา,467356,277340.0,17,,94.0
2020,Mar,พิษณุโลก,849481,540424.0,23,,54.25
2020,Mar,แพร่,437350,268101.0,14,,62.0
2020,Mar,แม่ฮ่องสอน,284549,72894.0,0,,121.5
2020,Mar,ลำปาง,728964,469253.0,11,,59.66666666666666
2020,Mar,ลำพูน,402011,285919.0,16,,63.0
2020,Mar,ตาก,670265,245795.0,14,,63.0
2020,Mar,อุตรดิตถ์,448745,269791.0,8,,53.333333333333336
2020,Mar,สุโขทัย,587883,331662.0,13,,79.0
2020,Mar,พิจิตร,532310,296723.0,5,,49.0
2020,Mar,เพชรบูรณ์,981940,483356.0,32,,51.0
2020,Mar,กำแพงเพชร,714118,375536.0,32,,58.0
2020,Mar,ขอนแก่น,1794531,903795.0,50,,45.75
2020,Mar,นครราชสีมา,2633207,1422803.0,73,,43.0
2020,Mar,นครพนม,717201,225012.0,12,,58.25
2020,Mar,เลย,638736,292317.0,4,,48.0
2020,Mar,หนองคาย,517435,215279.0,12,,54.0
2020,Mar,อุบลราชธานี,1866697,779306.0,52,,57.5
2020,Mar,สกลนคร,1146936,513331.0,18,,34.666666666666664
2020,Mar,อุดรธานี,1567983,718683.0,31,,41.0
2020,Mar,บุรีรัมย์,1581184,535692.0,19,,39.0
2020,Mar,มุกดาหาร,350911,169017.0,3,,50.0
2020,Mar,บึงกาฬ,422042,124700.0,18,,37.0
2020,Mar,กาฬสินธุ์,977175,308951.0,23,,55.0
2020,Mar,ชัยภูมิ,1124924,388084.0,11,,36.0
2020,Mar,ยโสธร,534500,219548.0,17,,48.0
2020,Mar,อำนาจเจริญ,376195,133067.0,9,,41.0
2020,Mar,สุรินทร์,1378221,486776.0,17,,37.0
2020,Mar,ศรีสะเกษ,1458580,438534.0,12,,41.0
2020,Mar,ร้อยเอ็ด,1298640,430561.0,25,,41.57794871794872
2020,Mar,มหาสารคาม,953660,367058.0,16,,41.57794871794872
2020,Mar,หนองบัวลำภู,509470,166625.0,3,,41.57794871794872
2020,Mar,ฉะเชิงเทรา,720718,426248.0,112,,22.0
2020,Mar,ชลบุรี,1566885,1655116.0,251,,18.0
2020,Mar,ตราด,228536,134286.0,10,,23.5
2020,Mar,ระยอง,741524,784884.0,90,,17.666666666666668
2020,Mar,สระแก้ว,560925,262575.0,5,,30.25
2020,Mar,ปราจีนบุรี,493670,279467.0,35,,37.0
2020,Mar,จันทบุรี,535559,416371.0,14,,25.5
2020,Mar,นครนายก,260081,136953.0,2,,28.0
2020,Mar,กาญจนบุรี,891976,413278.0,29,,41.0
2020,Mar,ราชบุรี,869313,520878.0,34,,34.5
2020,Mar,สุพรรณบุรี,838628,504003.0,28,,34.25
2020,Mar,ประจวบคีรีขันธ์,550678,346970.0,8,,30.0
2020,Mar,เพชรบุรี,482193,343939.0,25,,41.57794871794872
2020,Mar,นราธิวาส,804429,248016.0,2,,16.0
2020,Mar,นครศรีธรรมราช,1550721,645463.0,42,,17.5
2020,Mar,ภูเก็ต,414471,492767.0,14,,14.0
2020,Mar,ยะลา,538602,292796.0,6,,14.0
2020,Mar,สงขลา,1428609,859971.0,44,,17.75
2020,Mar,สุราษฎร์ธานี,1067726,645827.0,51,,19.0
2020,Mar,สตูล,324098,137124.0,10,,13.0
2020,Mar,ตรัง,640574,353915.0,27,,14.666666666666666
2020,Mar,ชุมพร,509208,307250.0,41,,41.57794871794872
2020,Mar,กระบี่,477770,259625.0,24,,41.57794871794872
2020,Mar,พัทลุง,523077,254037.0,23,,41.57794871794872
2020,Mar,ปัตตานี,726015,245329.0,7,,41.57794871794872
2020,Mar,ระนอง,194372,97894.0,15,,41.57794871794872
2020,Mar,พังงา,268229,127367.0,4,,41.57794871794872
2020,Apr,กรุงเทพมหานคร,5588222,10971799.0,64,,20.846153846153847
2020,Apr,นนทบุรี,1276745,189955.0,35,,19.0
2020,Apr,ปทุมธานี,1176412,175071.0,77,,23.0
2020,Apr,สมุทรปราการ,1351479,162670.0,205,,21.2
2020,Apr,สมุทรสาคร,586199,244894.0,288,,19.0
2020,Apr,นครปฐม,920729,504023.0,116,,19.0
2020,Apr,พระนครศรีอยุธยา,819088,496186.0,55,,24.0
2020,Apr,สระบุรี,643828,448216.0,56,,29.5
2020,Apr,ลพบุรี,742928,440032.0,27,,45.0
2020,Apr,สิงห์บุรี,205898,141577.0,6,,41.0
2020,Apr,อ่างทอง,276584,157781.0,8,,38.42352662721893
2020,Apr,ชัยนาท,322477,177321.0,14,,38.42352662721893
2020,Apr,สมุทรสงคราม,192052,80262.0,2,,22.5
2020,Apr,นครสวรรค์,1040308,596923.0,30,,30.0
2020,Apr,อุทัยธานี,325868,184277.0,6,,55.5
2020,Apr,เชียงราย,1295026,772662.0,37,,76.0
2020,Apr,เชียงใหม่,1784370,1532297.0,39,,60.0
2020,Apr,น่าน,476727,247117.0,5,,65.0
2020,Apr,พะเยา,467356,277340.0,17,,56.0
2020,Apr,พิษณุโลก,849481,540424.0,23,,47.5
2020,Apr,แพร่,437350,268101.0,14,,45.0
2020,Apr,แม่ฮ่องสอน,284549,72894.0,0,,73.0
2020,Apr,ลำปาง,728964,469253.0,11,,47.75
2020,Apr,ลำพูน,402011,285919.0,16,,41.0
2020,Apr,ตาก,670265,245795.0,14,,48.0
2020,Apr,อุตรดิตถ์,448745,269791.0,8,,57.333333333333336
2020,Apr,สุโขทัย,587883,331662.0,13,,59.0
2020,Apr,พิจิตร,532310,296723.0,5,,52.5
2020,Apr,เพชรบูรณ์,981940,483356.0,32,,49.0
2020,Apr,กำแพงเพชร,714118,375536.0,32,,59.5
2020,Apr,ขอนแก่น,1794531,903795.0,50,,38.0
2020,Apr,นครราชสีมา,2633207,1422803.0,73,,30.0
2020,Apr,นครพนม,717201,225012.0,12,,49.0
2020,Apr,เลย,638736,292317.0,4,,33.0
2020,Apr,หนองคาย,517435,215279.0,12,,45.5
2020,Apr,อุบลราชธานี,1866697,779306.0,52,,50.0
2020,Apr,สกลนคร,1146936,513331.0,18,,38.333333333333336
2020,Apr,อุดรธานี,1567983,718683.0,31,,45.0
2020,Apr,บุรีรัมย์,1581184,535692.0,19,,29.5
2020,Apr,มุกดาหาร,350911,169017.0,3,,51.5
2020,Apr,บึงกาฬ,422042,124700.0,18,,58.0
2020,Apr,กาฬสินธุ์,977175,308951.0,23,,65.0
2020,Apr,ชัยภูมิ,1124924,388084.0,11,,41.0
2020,Apr,ยโสธร,534500,219548.0,17,,50.0
2020,Apr,อำนาจเจริญ,376195,133067.0,9,,50.0
2020,Apr,สุรินทร์,1378221,486776.0,17,,31.0
2020,Apr,ศรีสะเกษ,1458580,438534.0,12,,36.0
2020,Apr,ร้อยเอ็ด,1298640,430561.0,25,,38.42352662721893
2020,Apr,มหาสารคาม,953660,367058.0,16,,38.42352662721893
2020,Apr,หนองบัวลำภู,509470,166625.0,3,,38.42352662721893
2020,Apr,ฉะเชิงเทรา,720718,426248.0,112,,19.0
2020,Apr,ชลบุรี,1566885,1655116.0,251,,17.0
2020,Apr,ตราด,228536,134286.0,10,,18.25
2020,Apr,ระยอง,741524,784884.0,90,,17.6
2020,Apr,สระแก้ว,560925,262575.0,5,,18.0
2020,Apr,ปราจีนบุรี,493670,279467.0,35,,25.0
2020,Apr,จันทบุรี,535559,416371.0,14,,22.0
2020,Apr,นครนายก,260081,136953.0,2,,29.0
2020,Apr,กาญจนบุรี,891976,413278.0,29,,35.0
2020,Apr,ราชบุรี,869313,520878.0,34,,25.0
2020,Apr,สุพรรณบุรี,838628,504003.0,28,,37.0
2020,Apr,ประจวบคีรีขันธ์,550678,346970.0,8,,32.0
2020,Apr,เพชรบุรี,482193,343939.0,25,,38.42352662721893
2020,Apr,นราธิวาส,804429,248016.0,2,,12.0
2020,Apr,นครศรีธรรมราช,1550721,645463.0,42,,16.0
2020,Apr,ภูเก็ต,414471,492767.0,14,,10.0
2020,Apr,ยะลา,538602,292796.0,6,,9.5
2020,Apr,สงขลา,1428609,859971.0,44,,12.0
2020,Apr,สุราษฎร์ธานี,1067726,645827.0,51,,14.0
2020,Apr,สตูล,324098,137124.0,10,,9.0
2020,Apr,ตรัง,640574,353915.0,27,,17.0
2020,Apr,ชุมพร,509208,307250.0,41,,38.42352662721893
2020,Apr,กระบี่,477770,259625.0,24,,38.42352662721893
2020,Apr,พัทลุง,523077,254037.0,23,,38.42352662721893
2020,Apr,ปัตตานี,726015,245329.0,7,,38.42352662721893
2020,Apr,ระนอง,194372,97894.0,15,,38.42352662721893
2020,Apr,พังงา,268229,127367.0,4,,38.42352662721893
2020,May,กรุงเทพมหานคร,5588222,10971799.0,64,,16.5
2020,May,นนทบุรี,1276745,189955.0,35,,13.0
2020,May,ปทุมธานี,1176412,175071.0,77,,17.0
2020,May,สมุทรปราการ,1351479,162670.0,205,,16.0
2020,May,สมุทรสาคร,586199,244894.0,288,,15.5
2020,May,นครปฐม,920729,504023.0,116,,14.0
2020,May,พระนครศรีอยุธยา,819088,496186.0,55,,16.0
2020,May,สระบุรี,643828,448216.0,56,,21.5
2020,May,ลพบุรี,742928,440032.0,27,,24.0
2020,May,สิงห์บุรี,205898,141577.0,6,,23.0
2020,May,อ่างทอง,276584,157781.0,8,,19.42876923076923
2020,May,ชัยนาท,322477,177321.0,14,,19.42876923076923
2020,May,สมุทรสงคราม,192052,80262.0,2,,11.75
2020,May,นครสวรรค์,1040308,596923.0,30,,18.0
2020,May,อุทัยธานี,325868,184277.0,6,,26.0
2020,May,เชียงราย,1295026,772662.0,37,,22.0
2020,May,เชียงใหม่,1784370,1532297.0,39,,19.0
2020,May,น่าน,476727,247117.0,5,,21.5
2020,May,พะเยา,467356,277340.0,17,,21.0
2020,May,พิษณุโลก,849481,540424.0,23,,18.0
2020,May,แพร่,437350,268101.0,14,,23.0
2020,May,แม่ฮ่องสอน,284549,72894.0,0,,18.0
2020,May,ลำปาง,728964,469253.0,11,,20.5
2020,May,ลำพูน,402011,285919.0,16,,17.0
2020,May,ตาก,670265,245795.0,14,,18.0
2020,May,อุตรดิตถ์,448745,269791.0,8,,25.33333333333333
2020,May,สุโขทัย,587883,331662.0,13,,23.5
2020,May,พิจิตร,532310,296723.0,5,,21.5
2020,May,เพชรบูรณ์,981940,483356.0,32,,25.0
2020,May,กำแพงเพชร,714118,375536.0,32,,22.5
2020,May,ขอนแก่น,1794531,903795.0,50,,26.0
2020,May,นครราชสีมา,2633207,1422803.0,73,,21.0
2020,May,นครพนม,717201,225012.0,12,,24.0
2020,May,เลย,638736,292317.0,4,,20.0
2020,May,หนองคาย,517435,215279.0,12,,20.25
2020,May,อุบลราชธานี,1866697,779306.0,52,,25.5
2020,May,สกลนคร,1146936,513331.0,18,,18.0
2020,May,อุดรธานี,1567983,718683.0,31,,20.0
2020,May,บุรีรัมย์,1581184,535692.0,19,,17.0
2020,May,มุกดาหาร,350911,169017.0,3,,32.5
2020,May,บึงกาฬ,422042,124700.0,18,,24.0
2020,May,กาฬสินธุ์,977175,308951.0,23,,29.0
2020,May,ชัยภูมิ,1124924,388084.0,11,,18.0
2020,May,ยโสธร,534500,219548.0,17,,22.0
2020,May,อำนาจเจริญ,376195,133067.0,9,,25.0
2020,May,สุรินทร์,1378221,486776.0,17,,17.0
2020,May,ศรีสะเกษ,1458580,438534.0,12,,23.0
2020,May,ร้อยเอ็ด,1298640,430561.0,25,,19.42876923076923
2020,May,มหาสารคาม,953660,367058.0,16,,19.42876923076923
2020,May,หนองบัวลำภู,509470,166625.0,3,,19.42876923076923
2020,May,ฉะเชิงเทรา,720718,426248.0,112,,13.0
2020,May,ชลบุรี,1566885,1655116.0,251,,13.0
2020,May,ตราด,228536,134286.0,10,,12.5
2020,May,ระยอง,741524,784884.0,90,,14.0
2020,May,สระแก้ว,560925,262575.0,5,,11.0
2020,May,ปราจีนบุรี,493670,279467.0,35,,19.0
2020,May,จันทบุรี,535559,416371.0,14,,15.0
2020,May,นครนายก,260081,136953.0,2,,19.0
2020,May,กาญจนบุรี,891976,413278.0,29,,15.0
2020,May,ราชบุรี,869313,520878.0,34,,16.0
2020,May,สุพรรณบุรี,838628,504003.0,28,,17.5
2020,May,ประจวบคีรีขันธ์,550678,346970.0,8,,17.5
2020,May,เพชรบุรี,482193,343939.0,25,,19.42876923076923
2020,May,นราธิวาส,804429,248016.0,2,,21.0
2020,May,นครศรีธรรมราช,1550721,645463.0,42,,12.25
2020,May,ภูเก็ต,414471,492767.0,14,,11.0
2020,May,ยะลา,538602,292796.0,6,,11.0
2020,May,สงขลา,1428609,859971.0,44,,18.0
2020,May,สุราษฎร์ธานี,1067726,645827.0,51,,13.0
2020,May,สตูล,324098,137124.0,10,,9.0
2020,May,ตรัง,640574,353915.0,27,,11.333333333333334
2020,May,ชุมพร,509208,307250.0,41,,19.42876923076923
2020,May,กระบี่,477770,259625.0,24,,19.42876923076923
2020,May,พัทลุง,523077,254037.0,23,,19.42876923076923
2020,May,ปัตตานี,726015,245329.0,7,,19.42876923076923
2020,May,ระนอง,194372,97894.0,15,,19.42876923076923
2020,May,พังงา,268229,127367.0,4,,19.42876923076923
2020,Jun,กรุงเทพมหานคร,5588222,10971799.0,64,,13.0
2020,Jun,นนทบุรี,1276745,189955.0,35,,8.0
2020,Jun,ปทุมธานี,1176412,175071.0,77,,12.0
2020,Jun,สมุทรปราการ,1351479,162670.0,205,,12.4
2020,Jun,สมุทรสาคร,586199,244894.0,288,,12.5
2020,Jun,นครปฐม,920729,504023.0,116,,7.0
2020,Jun,พระนครศรีอยุธยา,819088,496186.0,55,,9.0
2020,Jun,สระบุรี,643828,448216.0,56,,14.0
2020,Jun,ลพบุรี,742928,440032.0,27,,13.5
2020,Jun,สิงห์บุรี,205898,141577.0,6,,11.0
2020,Jun,อ่างทอง,276584,157781.0,8,,11.659692307692309
2020,Jun,ชัยนาท,322477,177321.0,14,,11.659692307692309
2020,Jun,สมุทรสงคราม,192052,80262.0,2,,9.0
2020,Jun,นครสวรรค์,1040308,596923.0,30,,13.0
2020,Jun,อุทัยธานี,325868,184277.0,6,,13.0
2020,Jun,เชียงราย,1295026,772662.0,37,,9.0
2020,Jun,เชียงใหม่,1784370,1532297.0,39,,7.0
2020,Jun,น่าน,476727,247117.0,5,,7.0
2020,Jun,พะเยา,467356,277340.0,17,,8.0
2020,Jun,พิษณุโลก,849481,540424.0,23,,9.25
2020,Jun,แพร่,437350,268101.0,14,,9.0
2020,Jun,แม่ฮ่องสอน,284549,72894.0,0,,6.75
2020,Jun,ลำปาง,728964,469253.0,11,,7.0
2020,Jun,ลำพูน,402011,285919.0,16,,9.75
2020,Jun,ตาก,670265,245795.0,14,,8.0
2020,Jun,อุตรดิตถ์,448745,269791.0,8,,11.75
2020,Jun,สุโขทัย,587883,331662.0,13,,7.333333333333333
2020,Jun,พิจิตร,532310,296723.0,5,,9.0
2020,Jun,เพชรบูรณ์,981940,483356.0,32,,12.5
2020,Jun,กำแพงเพชร,714118,375536.0,32,,8.5
2020,Jun,ขอนแก่น,1794531,903795.0,50,,16.0
2020,Jun,นครราชสีมา,2633207,1422803.0,73,,13.0
2020,Jun,นครพนม,717201,225012.0,12,,13.5
2020,Jun,เลย,638736,292317.0,4,,10.0
2020,Jun,หนองคาย,517435,215279.0,12,,12.5
2020,Jun,อุบลราชธานี,1866697,779306.0,52,,12.0
2020,Jun,สกลนคร,1146936,513331.0,18,,10.0
2020,Jun,อุดรธานี,1567983,718683.0,31,,10.5
2020,Jun,บุรีรัมย์,1581184,535692.0,19,,8.0
2020,Jun,มุกดาหาร,350911,169017.0,3,,20.5
2020,Jun,บึงกาฬ,422042,124700.0,18,,11.0
2020,Jun,กาฬสินธุ์,977175,308951.0,23,,17.0
2020,Jun,ชัยภูมิ,1124924,388084.0,11,,11.0
2020,Jun,ยโสธร,534500,219548.0,17,,15.0
2020,Jun,อำนาจเจริญ,376195,133067.0,9,,11.0
2020,Jun,สุรินทร์,1378221,486776.0,17,,8.0
2020,Jun,ศรีสะเกษ,1458580,438534.0,12,,8.0
2020,Jun,ร้อยเอ็ด,1298640,430561.0,25,,11.659692307692309
2020,Jun,มหาสารคาม,953660,367058.0,16,,11.659692307692309
2020,Jun,หนองบัวลำภู,509470,166625.0,3,,11.659692307692309
2020,Jun,ฉะเชิงเทรา,720718,426248.0,112,,8.0
2020,Jun,ชลบุรี,1566885,1655116.0,251,,10.0
2020,Jun,ตราด,228536,134286.0,10,,9.0
2020,Jun,ระยอง,741524,784884.0,90,,9.333333333333334
2020,Jun,สระแก้ว,560925,262575.0,5,,9.0
2020,Jun,ปราจีนบุรี,493670,279467.0,35,,17.25
2020,Jun,จันทบุรี,535559,416371.0,14,,9.5
