Year,Month,Province,New_Factories
2021,Feb,สระแก้ว,17
2021,Mar,สระแก้ว,17
2021,Apr,สระแก้ว,17
2021,May,สระแก้ว,17
2021,Jun,สระแก้ว,17
2021,Jul,สระแก้ว,17
2021,Aug,สระแก้ว,17
2021,Sep,สระแก้ว,17
2021,Oct,สระแก้ว,17
2021,Nov,สระแก้ว,17
2021,Dec,สระแก้ว,17
2022,Jan,สระแก้ว,16
2022,Feb,สระแก้ว,16
2022,Mar,สระแก้ว,16
2022,Apr,สระแก้ว,16
2022,May,สระแก้ว,16
2022,Jun,สระแก้ว,16
2022,Jul,สระแก้ว,16
2022,Aug,สระแก้ว,16
2022,Sep,สระแก้ว,16
2022,Oct,สระแก้ว,16
2022,Nov,สระแก้ว,16
2022,Dec,สระแก้ว,16
2023,Jan,สระแก้ว,7
2023,Feb,สระแก้ว,7
2023,Mar,สระแก้ว,7
2023,Apr,สระแก้ว,7
2023,May,สระแก้ว,7
2023,Jun,สระแก้ว,7
2023,Jul,สระแก้ว,7
2023,Aug,สระแก้ว,7
2023,Sep,สระแก้ว,7
2023,Oct,สระแก้ว,7
2023,Nov,สระแก้ว,7
2023,Dec,สระแก้ว,7
2024,Jan,สระแก้ว,3
2024,Feb,สระแก้ว,3
2024,Mar,สระแก้ว,3
2024,Apr,สระแก้ว,3
2024,May,สระแก้ว,3
2024,Jun,สระแก้ว,3
2024,Jul,สระแก้ว,3
2024,Aug,สระแก้ว,3
2024,Sep,สระแก้ว,3
2024,Oct,สระแก้ว,3
2024,Nov,สระแก้ว,3
2024,Dec,สระแก้ว,3
2020,Jan,สิงห์บุรี,6
2020,Feb,สิงห์บุรี,6
2020,Mar,สิงห์บุรี,6
2020,Apr,สิงห์บุรี,6
2020,May,สิงห์บุรี,6
2020,Jun,สิงห์บุรี,6
2020,Jul,สิงห์บุรี,6
2020,Aug,สิงห์บุรี,6
2020,Sep,สิงห์บุรี,6
2020,Oct,สิงห์บุรี,6
2020,Nov,สิงห์บุรี,6
2020,Dec,สิงห์บุรี,6
2021,Jan,สิงห์บุรี,6
2021,Feb,สิงห์บุรี,6
2021,Mar,สิงห์บุรี,6
2021,Apr,สิงห์บุรี,6
2021,May,สิงห์บุรี,6
2021,Jun,สิงห์บุรี,6
2021,Jul,สิงห์บุรี,6
2021,Aug,สิงห์บุรี,6
2021,Sep,สิงห์บุรี,6
2021,Oct,สิงห์บุรี,6
2021,Nov,สิงห์บุรี,6
2021,Dec,สิงห์บุรี,6
2022,Jan,สิงห์บุรี,12
2022,Feb,สิงห์บุรี,12
2022,Mar,สิงห์บุรี,12
2022,Apr,สิงห์บุรี,12
2022,May,สิงห์บุรี,12
2022,Jun,สิงห์บุรี,12
2022,Jul,สิงห์บุรี,12
2022,Aug,สิงห์บุรี,12
2022,Sep,สิงห์บุรี,12
2022,Oct,สิงห์บุรี,12
2022,Nov,สิงห์บุรี,12
2022,Dec,สิงห์บุรี,12
2023,Jan,สิงห์บุรี,9
2023,Feb,สิงห์บุรี,9
2023,Mar,สิงห์บุรี,9
2023,Apr,สิงห์บุรี,9
2023,May,สิงห์บุรี,9
2023,Jun,สิงห์บุรี,9
2023,Jul,สิงห์บุรี,9
2023,Aug,สิงห์บุรี,9
2023,Sep,สิงห์บุรี,9
2023,Oct,สิงห์บุรี,9
2023,Nov,สิงห์บุรี,9
2023,Dec,สิงห์บุรี,9
2024,Jan,สิงห์บุรี,18
2024,Feb,สิงห์บุรี,18
2024,Mar,สิงห์บุรี,18
2024,Apr,สิงห์บุรี,18
2024,May,สิงห์บุรี,18
2024,Jun,สิงห์บุรี,18
2024,Jul,สิงห์บุรี,18
2024,Aug,สิงห์บุรี,18
2024,Sep,สิงห์บุรี,18
2024,Oct,สิงห์บุรี,18
2024,Nov,สิงห์บุรี,18
2024,Dec,สิงห์บุรี,18
2020,Jan,สุพรรณบุรี,28
2020,Feb,สุพรรณบุรี,28
2020,Mar,สุพรรณบุรี,28
2020,Apr,สุพรรณบุรี,28
2020,May,สุพรรณบุรี,28
2020,Jun,สุพรรณบุรี,28
2020,Jul,สุพรรณบุรี,28
2020,Aug,สุพรรณบุรี,28
2020,Sep,สุพรรณบุรี,28
2020,Oct,สุพรรณบุรี,28
2020,Nov,สุพรรณบุรี,28
2020,Dec,สุพรรณบุรี,28
2021,Jan,สุพรรณบุรี,24
2021,Feb,สุพรรณบุรี,24
2021,Mar,สุพรรณบุรี,24
2021,Apr,สุพรรณบุรี,24
2021,May,สุพรรณบุรี,24
2021,Jun,สุพรรณบุรี,24
2021,Jul,สุพรรณบุรี,24
2021,Aug,สุพรรณบุรี,24
2021,Sep,สุพรรณบุรี,24
2021,Oct,สุพรรณบุรี,24
2021,Nov,สุพรรณบุรี,24
2021,Dec,สุพรรณบุรี,24
2022,Jan,สุพรรณบุรี,21
2022,Feb,สุพรรณบุรี,21
2022,Mar,สุพรรณบุรี,21
2022,Apr,สุพรรณบุรี,21
2022,May,สุพรรณบุรี,21
2022,Jun,สุพรรณบุรี,21
2022,Jul,สุพรรณบุรี,21
2022,Aug,สุพรรณบุรี,21
2022,Sep,สุพรรณบุรี,21
2022,Oct,สุพรรณบุรี,21
2022,Nov,สุพรรณบุรี,21
2022,Dec,สุพรรณบุรี,21
2023,Jan,สุพรรณบุรี,20
2023,Feb,สุพรรณบุรี,20
2023,Mar,สุพรรณบุรี,20
2023,Apr,สุพรรณบุรี,20
2023,May,สุพรรณบุรี,20
2023,Jun,สุพรรณบุรี,20
2023,Jul,สุพรรณบุรี,20
2023,Aug,สุพรรณบุรี,20
2023,Sep,สุพรรณบุรี,20
2023,Oct,สุพรรณบุรี,20
2023,Nov,สุพรรณบุรี,20
2023,Dec,สุพรรณบุรี,20
2024,Jan,สุพรรณบุรี,13
2024,Feb,สุพรรณบุรี,13
2024,Mar,สุพรรณบุรี,13
2024,Apr,สุพรรณบุรี,13
2024,May,สุพรรณบุรี,13
2024,Jun,สุพรรณบุรี,13
2024,Jul,สุพรรณบุรี,13
2024,Aug,สุพรรณบุรี,13
2024,Sep,สุพรรณบุรี,13
2024,Oct,สุพรรณบุรี,13
2024,Nov,สุพรรณบุรี,13
2024,Dec,สุพรรณบุรี,13
2020,Jan,สุราษฎร์ธานี,51
2020,Feb,สุราษฎร์ธานี,51
2020,Mar,สุราษฎร์ธานี,51
2020,Apr,สุราษฎร์ธานี,51
2020,May,สุราษฎร์ธานี,51
2020,Jun,สุราษฎร์ธานี,51
2020,Jul,สุราษฎร์ธานี,51
2020,Aug,สุราษฎร์ธานี,51
2020,Sep,สุราษฎร์ธานี,51
2020,Oct,สุราษฎร์ธานี,51
2020,Nov,สุราษฎร์ธานี,51
2020,Dec,สุราษฎร์ธานี,51
2021,Jan,สุราษฎร์ธานี,64
2021,Feb,สุราษฎร์ธานี,64
2021,Mar,สุราษฎร์ธานี,64
2021,Apr,สุราษฎร์ธานี,64
2021,May,สุราษฎร์ธานี,64
2021,Jun,สุราษฎร์ธานี,64
2021,Jul,สุราษฎร์ธานี,64
2021,Aug,สุราษฎร์ธานี,64
2021,Sep,สุราษฎร์ธานี,64
2021,Oct,สุราษฎร์ธานี,64
2021,Nov,สุราษฎร์ธานี,64
2021,Dec,สุราษฎร์ธานี,64
2022,Jan,สุราษฎร์ธานี,45
2022,Feb,สุราษฎร์ธานี,45
2022,Mar,สุราษฎร์ธานี,45
2022,Apr,สุราษฎร์ธานี,45
2022,May,สุราษฎร์ธานี,45
2022,Jun,สุราษฎร์ธานี,45
2022,Jul,สุราษฎร์ธานี,45
2022,Aug,สุราษฎร์ธานี,45
2022,Sep,สุราษฎร์ธานี,45
2022,Oct,สุราษฎร์ธานี,45
2022,Nov,สุราษฎร์ธานี,45
2022,Dec,สุราษฎร์ธานี,45
2023,Jan,สุราษฎร์ธานี,53
2023,Feb,สุราษฎร์ธานี,53
2023,Mar,สุราษฎร์ธานี,53
2023,Apr,สุราษฎร์ธานี,53
2023,May,สุราษฎร์ธานี,53
2023,Jun,สุราษฎร์ธานี,53
2023,Jul,สุราษฎร์ธานี,53
2023,Aug,สุราษฎร์ธานี,53
2023,Sep,สุราษฎร์ธานี,53
2023,Oct,สุราษฎร์ธานี,53
2023,Nov,สุราษฎร์ธานี,53
2023,Dec,สุราษฎร์ธานี,53
2024,Jan,สุราษฎร์ธานี,31
2024,Feb,สุราษฎร์ธานี,31
2024,Mar,สุราษฎร์ธานี,31
2024,Apr,สุราษฎร์ธานี,31
2024,May,สุราษฎร์ธานี,31
2024,Jun,สุราษฎร์ธานี,31
2024,Jul,สุราษฎร์ธานี,31
2024,Aug,สุราษฎร์ธานี,31
2024,Sep,สุราษฎร์ธานี,31
2024,Oct,สุราษฎร์ธานี,31
2024,Nov,สุราษฎร์ธานี,31
2024,Dec,สุราษฎร์ธานี,31
2020,Jan,สุรินทร์,17
2020,Feb,สุรินทร์,17
2020,Mar,สุรินทร์,17
2020,Apr,สุรินทร์,17
2020,May,สุรินทร์,17
2020,Jun,สุรินทร์,17
2020,Jul,สุรินทร์,17
2020,Aug,สุรินทร์,17
2020,Sep,สุรินทร์,17
2020,Oct,สุรินทร์,17
2020,Nov,สุรินทร์,17
2020,Dec,สุรินทร์,17
2021,Jan,สุรินทร์,21
2021,Feb,สุรินทร์,21
2021,Mar,สุรินทร์,21
2021,Apr,สุรินทร์,21
2021,May,สุรินทร์,21
2021,Jun,สุรินทร์,21
2021,Jul,สุรินทร์,21
2021,Aug,สุรินทร์,21
2021,Sep,สุรินทร์,21
2021,Oct,สุรินทร์,21
2021,Nov,สุรินทร์,21
2021,Dec,สุรินทร์,21
2022,Jan,สุรินทร์,17
2022,Feb,สุรินทร์,17
2022,Mar,สุรินทร์,17
2022,Apr,สุรินทร์,17
2022,May,สุรินทร์,17
2022,Jun,สุรินทร์,17
2022,Jul,สุรินทร์,17
2022,Aug,สุรินทร์,17
2022,Sep,สุรินทร์,17
2022,Oct,สุรินทร์,17
2022,Nov,สุรินทร์,17
2022,Dec,สุรินทร์,17
2023,Jan,สุรินทร์,12
2023,Feb,สุรินทร์,12
2023,Mar,สุรินทร์,12
2023,Apr,สุรินทร์,12
2023,May,สุรินทร์,12
2023,Jun,สุรินทร์,12
2023,Jul,สุรินทร์,12
2023,Aug,สุรินทร์,12
2023,Sep,สุรินทร์,12
2023,Oct,สุรินทร์,12
2023,Nov,สุรินทร์,12
2023,Dec,สุรินทร์,12
2024,Jan,สุรินทร์,26
2024,Feb,สุรินทร์,26
2024,Mar,สุรินทร์,26
2024,Apr,สุรินทร์,26
2024,May,สุรินทร์,26
2024,Jun,สุรินทร์,26
2024,Jul,สุรินทร์,26
2024,Aug,สุรินทร์,26
2024,Sep,สุรินทร์,26
2024,Oct,สุรินทร์,26
2024,Nov,สุรินทร์,26
2024,Dec,สุรินทร์,26
2020,Jan,สุโขทัย,13
2020,Feb,สุโขทัย,13
2020,Mar,สุโขทัย,13
2020,Apr,สุโขทัย,13
2020,May,สุโขทัย,13
2020,Jun,สุโขทัย,13
2020,Jul,สุโขทัย,13
2020,Aug,สุโขทัย,13
2020,Sep,สุโขทัย,13
2020,Oct,สุโขทัย,13
2020,Nov,สุโขทัย,13
2020,Dec,สุโขทัย,13
2021,Jan,สุโขทัย,22
2021,Feb,สุโขทัย,22
2021,Mar,สุโขทัย,22
2021,Apr,สุโขทัย,22
2021,May,สุโขทัย,22
2021,Jun,สุโขทัย,22
2021,Jul,สุโขทัย,22
2021,Aug,สุโขทัย,22
2021,Sep,สุโขทัย,22
2021,Oct,สุโขทัย,22
2021,Nov,สุโขทัย,22
2021,Dec,สุโขทัย,22
2022,Jan,สุโขทัย,8
2022,Feb,สุโขทัย,8
2022,Mar,สุโขทัย,8
2022,Apr,สุโขทัย,8
2022,May,สุโขทัย,8
2022,Jun,สุโขทัย,8
2022,Jul,สุโขทัย,8
2022,Aug,สุโขทัย,8
2022,Sep,สุโขทัย,8
2022,Oct,สุโขทัย,8
2022,Nov,สุโขทัย,8
2022,Dec,สุโขทัย,8
2023,Jan,สุโขทัย,21
2023,Feb,สุโขทัย,21
2023,Mar,สุโขทัย,21
2023,Apr,สุโขทัย,21
2023,May,สุโขทัย,21
2023,Jun,สุโขทัย,21
2023,Jul,สุโขทัย,21
2023,Aug,สุโขทัย,21
2023,Sep,สุโขทัย,21
2023,Oct,สุโขทัย,21
2023,Nov,สุโขทัย,21
2023,Dec,สุโขทัย,21
2024,Jan,สุโขทัย,17
2024,Feb,สุโขทัย,17
2024,Mar,สุโขทัย,17
2024,Apr,สุโขทัย,17
2024,May,สุโขทัย,17
2024,Jun,สุโขทัย,17
2024,Jul,สุโขทัย,17
2024,Aug,สุโขทัย,17
2024,Sep,สุโขทัย,17
2024,Oct,สุโขทัย,17
2024,Nov,สุโขทัย,17
2024,Dec,สุโขทัย,17
2020,Jan,หนองคาย,12
2020,Feb,หนองคาย,12
2020,Mar,หนองคาย,12
2020,Apr,หนองคาย,12
2020,May,หนองคาย,12
2020,Jun,หนองคาย,12
2020,Jul,หนองคาย,12
2020,Aug,หนองคาย,12
2020,Sep,หนองคาย,12
2020,Oct,หนองคาย,12
2020,Nov,หนองคาย,12
2020,Dec,หนองคาย,12
2021,Jan,หนองคาย,14
2021,Feb,หนองคาย,14
2021,Mar,หนองคาย,14
2021,Apr,หนองคาย,14
2021,May,หนองคาย,14
2021,Jun,หนองคาย,14
2021,Jul,หนองคาย,14
2021,Aug,หนองคาย,14
2021,Sep,หนองคาย,14
2021,Oct,หนองคาย,14
2021,Nov,หนองคาย,14
2021,Dec,หนองคาย,14
2022,Jan,หนองคาย,14
2022,Feb,หนองคาย,14
2022,Mar,หนองคาย,14
2022,Apr,หนองคาย,14
2022,May,หนองคาย,14
2022,Jun,หนองคาย,14
2022,Jul,หนองคาย,14
2022,Aug,หนองคาย,14
2022,Sep,หนองคาย,14
2022,Oct,หนองคาย,14
2022,Nov,หนองคาย,14
2022,Dec,หนองคาย,14
2023,Jan,หนองคาย,10
2023,Feb,หนองคาย,10
2023,Mar,หนองคาย,10
2023,Apr,หนองคาย,10
2023,May,หนองคาย,10
2023,Jun,หนองคาย,10
2023,Jul,หนองคาย,10
2023,Aug,หนองคาย,10
2023,Sep,หนองคาย,10
2023,Oct,หนองคาย,10
2023,Nov,หนองคาย,10
2023,Dec,หนองคาย,10
2024,Jan,หนองคาย,8
2024,Feb,หนองคาย,8
2024,Mar,หนองคาย,8
2024,Apr,หนองคาย,8
2024,May,หนองคาย,8
2024,Jun,หนองคาย,8
2024,Jul,หนองคาย,8
2024,Aug,หนองคาย,8
2024,Sep,หนองคาย,8
2024,Oct,หนองคาย,8
2024,Nov,หนองคาย,8
2024,Dec,หนองคาย,8
2020,Jan,หนองบัวลำภู,3
2020,Feb,หนองบัวลำภู,3
2020,Mar,หนองบัวลำภู,3
2020,Apr,หนองบัวลำภู,3
2020,May,หนองบัวลำภู,3
2020,Jun,หนองบัวลำภู,3
2020,Jul,หนองบัวลำภู,3
2020,Aug,หนองบัวลำภู,3
2020,Sep,หนองบัวลำภู,3
2020,Oct,หนองบัวลำภู,3
2020,Nov,หนองบัวลำภู,3
2020,Dec,หนองบัวลำภู,3
2021,Jan,หนองบัวลำภู,8
2021,Feb,หนองบัวลำภู,8
2021,Mar,หนองบัวลำภู,8
2021,Apr,หนองบัวลำภู,8
2021,May,หนองบัวลำภู,8
2021,Jun,หนองบัวลำภู,8
2021,Jul,หนองบัวลำภู,8
2021,Aug,หนองบัวลำภู,8
2021,Sep,หนองบัวลำภู,8
2021,Oct,หนองบัวลำภู,8
2021,Nov,หนองบัวลำภู,8
2021,Dec,หนองบัวลำภู,8
2022,Jan,หนองบัวลำภู,5
2022,Feb,หนองบัวลำภู,5
2022,Mar,หนองบัวลำภู,5
2022,Apr,หนองบัวลำภู,5
2022,May,หนองบัวลำภู,5
2022,Jun,หนองบัวลำภู,5
2022,Jul,หนองบัวลำภู,5
2022,Aug,หนองบัวลำภู,5
2022,Sep,หนองบัวลำภู,5
2022,Oct,หนองบัวลำภู,5
2022,Nov,หนองบัวลำภู,5
2022,Dec,หนองบัวลำภู,5
2023,Jan,หนองบัวลำภู,5
2023,Feb,หนองบัวลำภู,5
2023,Mar,หนองบัวลำภู,5
2023,Apr,หนองบัวลำภู,5
2023,May,หนองบัวลำภู,5
2023,Jun,หนองบัวลำภู,5
2023,Jul,หนองบัวลำภู,5
2023,Aug,หนองบัวลำภู,5
2023,Sep,หนองบัวลำภู,5
2023,Oct,หนองบัวลำภู,5
2023,Nov,หนองบัวลำภู,5
2023,Dec,หนองบัวลำภู,5
2024,Jan,หนองบัวลำภู,3
2024,Feb,หนองบัวลำภู,3
2024,Mar,หนองบัวลำภู,3
2024,Apr,หนองบัวลำภู,3
2024,May,หนองบัวลำภู,3
2024,Jun,หนองบัวลำภู,3
2024,Jul,หนองบัวลำภู,3
2024,Aug,หนองบัวลำภู,3
2024,Sep,หนองบัวลำภู,3
2024,Oct,หนองบัวลำภู,3
2024,Nov,หนองบัวลำภู,3
2024,Dec,หนองบัวลำภู,3
2020,Jan,อำนาจเจริญ,9
2020,Feb,อำนาจเจริญ,9
2020,Mar,อำนาจเจริญ,9
2020,Apr,อำนาจเจริญ,9
2020,May,อำนาจเจริญ,9
2020,Jun,อำนาจเจริญ,9
2020,Jul,อำนาจเจริญ,9
2020,Aug,อำนาจเจริญ,9
2020,Sep,อำนาจเจริญ,9
2020,Oct,อำนาจเจริญ,9
2020,Nov,อำนาจเจริญ,9
2020,Dec,อำนาจเจริญ,9
2021,Jan,อำนาจเจริญ,7
2021,Feb,อำนาจเจริญ,7
2021,Mar,อำนาจเจริญ,7
2021,Apr,อำนาจเจริญ,7
2021,May,อำนาจเจริญ,7
2021,Jun,อำนาจเจริญ,7
2021,Jul,อำนาจเจริญ,7
2021,Aug,อำนาจเจริญ,7
2021,Sep,อำนาจเจริญ,7
2021,Oct,อำนาจเจริญ,7
2021,Nov,อำนาจเจริญ,7
2021,Dec,อำนาจเจริญ,7
2022,Jan,อำนาจเจริญ,4
2022,Feb,อำนาจเจริญ,4
2022,Mar,อำนาจเจริญ,4
2022,Apr,อำนาจเจริญ,4
2022,May,อำนาจเจริญ,4
2022,Jun,อำนาจเจริญ,4
2022,Jul,อำนาจเจริญ,4
2022,Aug,อำนาจเจริญ,4
2022,Sep,อำนาจเจริญ,4
2022,Oct,อำนาจเจริญ,4
2022,Nov,อำนาจเจริญ,4
2022,Dec,อำนาจเจริญ,4
2023,Jan,อำนาจเจริญ,6
2023,Feb,อำนาจเจริญ,6
2023,Mar,อำนาจเจริญ,6
2023,Apr,อำนาจเจริญ,6
2023,May,อำนาจเจริญ,6
2023,Jun,อำนาจเจริญ,6
2023,Jul,อำนาจเจริญ,6
2023,Aug,อำนาจเจริญ,6
2023,Sep,อำนาจเจริญ,6
2023,Oct,อำนาจเจริญ,6
2023,Nov,อำนาจเจริญ,6
2023,Dec,อำนาจเจริญ,6
2024,Jan,อำนาจเจริญ,6
2024,Feb,อำนาจเจริญ,6
2024,Mar,อำนาจเจริญ,6
2024,Apr,อำนาจเจริญ,6
2024,May,อำนาจเจริญ,6
2024,Jun,อำนาจเจริญ,6
2024,Jul,อำนาจเจริญ,6
2024,Aug,อำนาจเจริญ,6
2024,Sep,อำนาจเจริญ,6
2024,Oct,อำนาจเจริญ,6
2024,Nov,อำนาจเจริญ,6
2024,Dec,อำนาจเจริญ,6
2020,Jan,อุดรธานี,31
2020,Feb,อุดรธานี,31
2020,Mar,อุดรธานี,31
2020,Apr,อุดรธานี,31
2020,May,อุดรธานี,31
2020,Jun,อุดรธานี,31
2020,Jul,อุดรธานี,31
2020,Aug,อุดรธานี,31
2020,Sep,อุดรธานี,31
2020,Oct,อุดรธานี,31
2020,Nov,อุดรธานี,31
2020,Dec,อุดรธานี,31
2021,Jan,อุดรธานี,21
2021,Feb,อุดรธานี,21
2021,Mar,อุดรธานี,21
2021,Apr,อุดรธานี,21
2021,May,อุดรธานี,21
2021,Jun,อุดรธานี,21
2021,Jul,อุดรธานี,21
2021,Aug,อุดรธานี,21
2021,Sep,อุดรธานี,21
2021,Oct,อุดรธานี,21
2021,Nov,อุดรธานี,21
2021,Dec,อุดรธานี,21
2022,Jan,อุดรธานี,13
2022,Feb,อุดรธานี,13
2022,Mar,อุดรธานี,13
2022,Apr,อุดรธานี,13
2022,May,อุดรธานี,13
2022,Jun,อุดรธานี,13
2022,Jul,อุดรธานี,13
2022,Aug,อุดรธานี,13
2022,Sep,อุดรธานี,13
2022,Oct,อุดรธานี,13
2022,Nov,อุดรธานี,13
2022,Dec,อุดรธานี,13
2023,Jan,อุดรธานี,17
2023,Feb,อุดรธานี,17
2023,Mar,อุดรธานี,17
2023,Apr,อุดรธานี,17
2023,May,อุดรธานี,17
2023,Jun,อุดรธานี,17
2023,Jul,อุดรธานี,17
2023,Aug,อุดรธานี,17
2023,Sep,อุดรธานี,17
2023,Oct,อุดรธานี,17
2023,Nov,อุดรธานี,17
2023,Dec,อุดรธานี,17
2024,Jan,อุดรธานี,21
2024,Feb,อุดรธานี,21
2024,Mar,อุดรธานี,21
2024,Apr,อุดรธานี,21
2024,May,อุดรธานี,21
2024,Jun,อุดรธานี,21
2024,Jul,อุดรธานี,21
2024,Aug,อุดรธานี,21
2024,Sep,อุดรธานี,21
2024,Oct,อุดรธานี,21
2024,Nov,อุดรธานี,21
2024,Dec,อุดรธานี,21
2020,Jan,อุตรดิตถ์,8
2020,Feb,อุตรดิตถ์,8
2020,Mar,อุตรดิตถ์,8
2020,Apr,อุตรดิตถ์,8
2020,May,อุตรดิตถ์,8
2020,Jun,อุตรดิตถ์,8
2020,Jul,อุตรดิตถ์,8
2020,Aug,อุตรดิตถ์,8
2020,Sep,อุตรดิตถ์,8
2020,Oct,อุตรดิตถ์,8
2020,Nov,อุตรดิตถ์,8
2020,Dec,อุตรดิตถ์,8
2021,Jan,อุตรดิตถ์,10
2021,Feb,อุตรดิตถ์,10
2021,Mar,อุตรดิตถ์,10
2021,Apr,อุตรดิตถ์,10
2021,May,อุตรดิตถ์,10
2021,Jun,อุตรดิตถ์,10
2021,Jul,อุตรดิตถ์,10
2021,Aug,อุตรดิตถ์,10
2021,Sep,อุตรดิตถ์,10
2021,Oct,อุตรดิตถ์,10
2021,Nov,อุตรดิตถ์,10
2021,Dec,อุตรดิตถ์,10
2022,Jan,อุตรดิตถ์,7
2022,Feb,อุตรดิตถ์,7
2022,Mar,อุตรดิตถ์,7
2022,Apr,อุตรดิตถ์,7
2022,May,อุตรดิตถ์,7
2022,Jun,อุตรดิตถ์,7
2022,Jul,อุตรดิตถ์,7
2022,Aug,อุตรดิตถ์,7
2022,Sep,อุตรดิตถ์,7
2022,Oct,อุตรดิตถ์,7
2022,Nov,อุตรดิตถ์,7
2022,Dec,อุตรดิตถ์,7
2023,Jan,อุตรดิตถ์,10
2023,Feb,อุตรดิตถ์,10
2023,Mar,อุตรดิตถ์,10
2023,Apr,อุตรดิตถ์,10
2023,May,อุตรดิตถ์,10
2023,Jun,อุตรดิตถ์,10
2023,Jul,อุตรดิตถ์,10
2023,Aug,อุตรดิตถ์,10
2023,Sep,อุตรดิตถ์,10
2023,Oct,อุตรดิตถ์,10
2023,Nov,อุตรดิตถ์,10
2023,Dec,อุตรดิตถ์,10
2024,Jan,อุตรดิตถ์,3
2024,Feb,อุตรดิตถ์,3
2024,Mar,อุตรดิตถ์,3
2024,Apr,อุตรดิตถ์,3
2024,May,อุตรดิตถ์,3
2024,Jun,อุตรดิตถ์,3
2024,Jul,อุตรดิตถ์,3
2024,Aug,อุตรดิตถ์,3
2024,Sep,อุตรดิตถ์,3
2024,Oct,อุตรดิตถ์,3
2024,Nov,อุตรดิตถ์,3
2024,Dec,อุตรดิตถ์,3
2020,Jan,อุทัยธานี,6
2020,Feb,อุทัยธานี,6
2020,Mar,อุทัยธานี,6
2020,Apr,อุทัยธานี,6
2020,May,อุทัยธานี,6
2020,Jun,อุทัยธานี,6
2020,Jul,อุทัยธานี,6
2020,Aug,อุทัยธานี,6
2020,Sep,อุทัยธานี,6
2020,Oct,อุทัยธานี,6
2020,Nov,อุทัยธานี,6
2020,Dec,อุทัยธานี,6
2021,Jan,อุทัยธานี,4
2021,Feb,อุทัยธานี,4
2021,Mar,อุทัยธานี,4
2021,Apr,อุทัยธานี,4
2021,May,อุทัยธานี,4
2021,Jun,อุทัยธานี,4
2021,Jul,อุทัยธานี,4
2021,Aug,อุทัยธานี,4
2021,Sep,อุทัยธานี,4
2021,Oct,อุทัยธานี,4
2021,Nov,อุทัยธานี,4
2021,Dec,อุทัยธานี,4
2022,Jan,อุทัยธานี,1
2022,Feb,อุทัยธานี,1
2022,Mar,อุทัยธานี,1
2022,Apr,อุทัยธานี,1
2022,May,อุทัยธานี,1
2022,Jun,อุทัยธานี,1
2022,Jul,อุทัยธานี,1
2022,Aug,อุทัยธานี,1
2022,Sep,อุทัยธานี,1
2022,Oct,อุทัยธานี,1
2022,Nov,อุทัยธานี,1
2022,Dec,อุทัยธานี,1
2023,Jan,อุทัยธานี,1
2023,Feb,อุทัยธานี,1
2023,Mar,อุทัยธานี,1
2023,Apr,อุทัยธานี,1
2023,May,อุทัยธานี,1
2023,Jun,อุทัยธานี,1
2023,Jul,อุทัยธานี,1
2023,Aug,อุทัยธานี,1
2023,Sep,อุทัยธานี,1
2023,Oct,อุทัยธานี,1
2023,Nov,อุทัยธานี,1
2023,Dec,อุทัยธานี,1
2024,Jan,อุทัยธานี,1
2024,Feb,อุทัยธานี,1
2024,Mar,อุทัยธานี,1
2024,Apr,อุทัยธานี,1
2024,May,อุทัยธานี,1
2024,Jun,อุทัยธานี,1
2024,Jul,อุทัยธานี,1
2024,Aug,อุทัยธานี,1
2024,Sep,อุทัยธานี,1
2024,Oct,อุทัยธานี,1
2024,Nov,อุทัยธานี,1
2024,Dec,อุทัยธานี,1
2020,Jan,อุบลราชธานี,52
2020,Feb,อุบลราชธานี,52
2020,Mar,อุบลราชธานี,52
2020,Apr,อุบลราชธานี,52
2020,May,อุบลราชธานี,52
2020,Jun,อุบลราชธานี,52
2020,Jul,อุบลราชธานี,52
2020,Aug,อุบลราชธานี,52
2020,Sep,อุบลราชธานี,52
2020,Oct,อุบลราชธานี,52
2020,Nov,อุบลราชธานี,52
2020,Dec,อุบลราชธานี,52
2021,Jan,อุบลราชธานี,39
2021,Feb,อุบลราชธานี,39
2021,Mar,อุบลราชธานี,39
2021,Apr,อุบลราชธานี,39
2021,May,อุบลราชธานี,39
2021,Jun,อุบลราชธานี,39
2021,Jul,อุบลราชธานี,39
2021,Aug,อุบลราชธานี,39
2021,Sep,อุบลราชธานี,39
2021,Oct,อุบลราชธานี,39
2021,Nov,อุบลราชธานี,39
2021,Dec,อุบลราชธานี,39
2022,Jan,อุบลราชธานี,42
2022,Feb,อุบลราชธานี,42
2022,Mar,อุบลราชธานี,42
2022,Apr,อุบลราชธานี,42
2022,May,อุบลราชธานี,42
2022,Jun,อุบลราชธานี,42
2022,Jul,อุบลราชธานี,42
2022,Aug,อุบลราชธานี,42
2022,Sep,อุบลราชธานี,42
2022,Oct,อุบลราชธานี,42
2022,Nov,อุบลราชธานี,42
2022,Dec,อุบลราชธานี,42
2023,Jan,อุบลราชธานี,21
2023,Feb,อุบลราชธานี,21
2023,Mar,อุบลราชธานี,21
2023,Apr,อุบลราชธานี,21
2023,May,อุบลราชธานี,21
2023,Jun,อุบลราชธานี,21
2023,Jul,อุบลราชธานี,21
2023,Aug,อุบลราชธานี,21
2023,Sep,อุบลราชธานี,21
2023,Oct,อุบลราชธานี,21
2023,Nov,อุบลราชธานี,21
2023,Dec,อุบลราชธานี,21
2024,Jan,อุบลราชธานี,33
2024,Feb,อุบลราชธานี,33
