Year,Month,Province,Total_Vehicles
2020,Jan,กรุงเทพมหานคร,10971799.0
2020,Feb,กรุงเทพมหานคร,10971799.0
2020,Mar,กรุงเทพมหานคร,10971799.0
2020,Apr,กรุงเทพมหานคร,10971799.0
2020,May,กรุงเทพมหานคร,10971799.0
2020,Jun,กรุงเทพมหานคร,10971799.0
2020,Jul,กรุงเทพมหานคร,10971799.0
2020,Aug,กรุงเทพมหานคร,10971799.0
2020,Sep,กรุงเทพมหานคร,10971799.0
2020,Oct,กรุงเทพมหานคร,10971799.0
2020,Nov,กรุงเทพมหานคร,10971799.0
2020,Dec,กรุงเทพมหานคร,10971799.0
2021,Jan,กรุงเทพมหานคร,11244732.0
2021,Feb,กรุงเทพมหานคร,11244732.0
2021,Mar,กรุงเทพมหานคร,11244732.0
2021,Apr,กรุงเทพมหานคร,11244732.0
2021,May,กรุงเทพมหานคร,11244732.0
2021,Jun,กรุงเทพมหานคร,11244732.0
2021,Jul,กรุงเทพมหานคร,11244732.0
2021,Aug,กรุงเทพมหานคร,11244732.0
2021,Sep,กรุงเทพมหานคร,11244732.0
2021,Oct,กรุงเทพมหานคร,11244732.0
2021,Nov,กรุงเทพมหานคร,11244732.0
2021,Dec,กรุงเทพมหานคร,11244732.0
2022,Jan,กรุงเทพมหานคร,11617177.0
2022,Feb,กรุงเทพมหานคร,11617177.0
2022,Mar,กรุงเทพมหานคร,11617177.0
2022,Apr,กรุงเทพมหานคร,11617177.0
2022,May,กรุงเทพมหานคร,11617177.0
2022,Jun,กรุงเทพมหานคร,11617177.0
2022,Jul,กรุงเทพมหานคร,11617177.0
2022,Aug,กรุงเทพมหานคร,11617177.0
2022,Sep,กรุงเทพมหานคร,11617177.0
2022,Oct,กรุงเทพมหานคร,11617177.0
2022,Nov,กรุงเทพมหานคร,11617177.0
2022,Dec,กรุงเทพมหานคร,11617177.0
2023,Jan,กรุงเทพมหานคร,11985012.0
2023,Feb,กรุงเทพมหานคร,11985012.0
2023,Mar,กรุงเทพมหานคร,11985012.0
2023,Apr,กรุงเทพมหานคร,11985012.0
2023,May,กรุงเทพมหานคร,11985012.0
2023,Jun,กรุงเทพมหานคร,11985012.0
2023,Jul,กรุงเทพมหานคร,11985012.0
2023,Aug,กรุงเทพมหานคร,11985012.0
2023,Sep,กรุงเทพมหานคร,11985012.0
2023,Oct,กรุงเทพมหานคร,11985012.0
2023,Nov,กรุงเทพมหานคร,11985012.0
2023,Dec,กรุงเทพมหานคร,11985012.0
2024,Jan,กรุงเทพมหานคร,12219902.0
2024,Feb,กรุงเทพมหานคร,12219902.0
2024,Mar,กรุงเทพมหานคร,12219902.0
2024,Apr,กรุงเทพมหานคร,12219902.0
2024,May,กรุงเทพมหานคร,12219902.0
2024,Jun,กรุงเทพมหานคร,12219902.0
2024,Jul,กรุงเทพมหานคร,12219902.0
2024,Aug,กรุงเทพมหานคร,12219902.0
2024,Sep,กรุงเทพมหานคร,12219902.0
2024,Oct,กรุงเทพมหานคร,12219902.0
2024,Nov,กรุงเทพมหานคร,12219902.0
2024,Dec,กรุงเทพมหานคร,12219902.0
2020,Jan,สมุทรปราการ,162670.0
2020,Feb,สมุทรปราการ,162670.0
2020,Mar,สมุทรปราการ,162670.0
2020,Apr,สมุทรปราการ,162670.0
2020,May,สมุทรปราการ,162670.0
2020,Jun,สมุทรปราการ,162670.0
2020,Jul,สมุทรปราการ,162670.0
2020,Aug,สมุทรปราการ,162670.0
2020,Sep,สมุทรปราการ,162670.0
2020,Oct,สมุทรปราการ,162670.0
2020,Nov,สมุทรปราการ,162670.0
2020,Dec,สมุทรปราการ,162670.0
2021,Jan,สมุทรปราการ,166790.0
2021,Feb,สมุทรปราการ,166790.0
2021,Mar,สมุทรปราการ,166790.0
2021,Apr,สมุทรปราการ,166790.0
2021,May,สมุทรปราการ,166790.0
2021,Jun,สมุทรปราการ,166790.0
2021,Jul,สมุทรปราการ,166790.0
2021,Aug,สมุทรปราการ,166790.0
2021,Sep,สมุทรปราการ,166790.0
2021,Oct,สมุทรปราการ,166790.0
2021,Nov,สมุทรปราการ,166790.0
2021,Dec,สมุทรปราการ,166790.0
2022,Jan,สมุทรปราการ,170823.0
2022,Feb,สมุทรปราการ,170823.0
2022,Mar,สมุทรปราการ,170823.0
2022,Apr,สมุทรปราการ,170823.0
2022,May,สมุทรปราการ,170823.0
2022,Jun,สมุทรปราการ,170823.0
2022,Jul,สมุทรปราการ,170823.0
2022,Aug,สมุทรปราการ,170823.0
2022,Sep,สมุทรปราการ,170823.0
2022,Oct,สมุทรปราการ,170823.0
2022,Nov,สมุทรปราการ,170823.0
2022,Dec,สมุทรปราการ,170823.0
2023,Jan,สมุทรปราการ,174755.0
2023,Feb,สมุทรปราการ,174755.0
2023,Mar,สมุทรปราการ,174755.0
2023,Apr,สมุทรปราการ,174755.0
2023,May,สมุทรปราการ,174755.0
2023,Jun,สมุทรปราการ,174755.0
2023,Jul,สมุทรปราการ,174755.0
2023,Aug,สมุทรปราการ,174755.0
2023,Sep,สมุทรปราการ,174755.0
2023,Oct,สมุทรปราการ,174755.0
2023,Nov,สมุทรปราการ,174755.0
2023,Dec,สมุทรปราการ,174755.0
2024,Jan,สมุทรปราการ,
2024,Feb,สมุทรปราการ,
2024,Mar,สมุทรปราการ,
2024,Apr,สมุทรปราการ,
2024,May,สมุทรปราการ,
2024,Jun,สมุทรปราการ,
2024,Jul,สมุทรปราการ,
2024,Aug,สมุทรปราการ,
2024,Sep,สมุทรปราการ,
2024,Oct,สมุทรปราการ,
2024,Nov,สมุทรปราการ,
2024,Dec,สมุทรปราการ,
2020,Jan,นนทบุรี,189955.0
2020,Feb,นนทบุรี,189955.0
2020,Mar,นนทบุรี,189955.0
2020,Apr,นนทบุรี,189955.0
2020,May,นนทบุรี,189955.0
2020,Jun,นนทบุรี,189955.0
2020,Jul,นนทบุรี,189955.0
2020,Aug,นนทบุรี,189955.0
2020,Sep,นนทบุรี,189955.0
2020,Oct,นนทบุรี,189955.0
2020,Nov,นนทบุรี,189955.0
2020,Dec,นนทบุรี,189955.0
2021,Jan,นนทบุรี,188146.0
2021,Feb,นนทบุรี,188146.0
2021,Mar,นนทบุรี,188146.0
2021,Apr,นนทบุรี,188146.0
2021,May,นนทบุรี,188146.0
2021,Jun,นนทบุรี,188146.0
2021,Jul,นนทบุรี,188146.0
2021,Aug,นนทบุรี,188146.0
2021,Sep,นนทบุรี,188146.0
2021,Oct,นนทบุรี,188146.0
2021,Nov,นนทบุรี,188146.0
2021,Dec,นนทบุรี,188146.0
2022,Jan,นนทบุรี,186029.0
2022,Feb,นนทบุรี,186029.0
2022,Mar,นนทบุรี,186029.0
2022,Apr,นนทบุรี,186029.0
2022,May,นนทบุรี,186029.0
2022,Jun,นนทบุรี,186029.0
2022,Jul,นนทบุรี,186029.0
2022,Aug,นนทบุรี,186029.0
2022,Sep,นนทบุรี,186029.0
2022,Oct,นนทบุรี,186029.0
2022,Nov,นนทบุรี,186029.0
2022,Dec,นนทบุรี,186029.0
2023,Jan,นนทบุรี,184934.0
2023,Feb,นนทบุรี,184934.0
2023,Mar,นนทบุรี,184934.0
2023,Apr,นนทบุรี,184934.0
2023,May,นนทบุรี,184934.0
2023,Jun,นนทบุรี,184934.0
2023,Jul,นนทบุรี,184934.0
2023,Aug,นนทบุรี,184934.0
2023,Sep,นนทบุรี,184934.0
2023,Oct,นนทบุรี,184934.0
2023,Nov,นนทบุรี,184934.0
2023,Dec,นนทบุรี,184934.0
2024,Jan,นนทบุรี,
2024,Feb,นนทบุรี,
2024,Mar,นนทบุรี,
2024,Apr,นนทบุรี,
2024,May,นนทบุรี,
2024,Jun,นนทบุรี,
2024,Jul,นนทบุรี,
2024,Aug,นนทบุรี,
2024,Sep,นนทบุรี,
2024,Oct,นนทบุรี,
2024,Nov,นนทบุรี,
2024,Dec,นนทบุรี,
2020,Jan,ปทุมธานี,175071.0
2020,Feb,ปทุมธานี,175071.0
2020,Mar,ปทุมธานี,175071.0
2020,Apr,ปทุมธานี,175071.0
2020,May,ปทุมธานี,175071.0
2020,Jun,ปทุมธานี,175071.0
2020,Jul,ปทุมธานี,175071.0
2020,Aug,ปทุมธานี,175071.0
2020,Sep,ปทุมธานี,175071.0
2020,Oct,ปทุมธานี,175071.0
2020,Nov,ปทุมธานี,175071.0
2020,Dec,ปทุมธานี,175071.0
2021,Jan,ปทุมธานี,177777.0
2021,Feb,ปทุมธานี,177777.0
2021,Mar,ปทุมธานี,177777.0
2021,Apr,ปทุมธานี,177777.0
2021,May,ปทุมธานี,177777.0
2021,Jun,ปทุมธานี,177777.0
2021,Jul,ปทุมธานี,177777.0
2021,Aug,ปทุมธานี,177777.0
2021,Sep,ปทุมธานี,177777.0
2021,Oct,ปทุมธานี,177777.0
2021,Nov,ปทุมธานี,177777.0
2021,Dec,ปทุมธานี,177777.0
2022,Jan,ปทุมธานี,180263.0
2022,Feb,ปทุมธานี,180263.0
2022,Mar,ปทุมธานี,180263.0
2022,Apr,ปทุมธานี,180263.0
2022,May,ปทุมธานี,180263.0
2022,Jun,ปทุมธานี,180263.0
2022,Jul,ปทุมธานี,180263.0
2022,Aug,ปทุมธานี,180263.0
2022,Sep,ปทุมธานี,180263.0
2022,Oct,ปทุมธานี,180263.0
2022,Nov,ปทุมธานี,180263.0
2022,Dec,ปทุมธานี,180263.0
2023,Jan,ปทุมธานี,182611.0
2023,Feb,ปทุมธานี,182611.0
2023,Mar,ปทุมธานี,182611.0
2023,Apr,ปทุมธานี,182611.0
2023,May,ปทุมธานี,182611.0
2023,Jun,ปทุมธานี,182611.0
2023,Jul,ปทุมธานี,182611.0
2023,Aug,ปทุมธานี,182611.0
2023,Sep,ปทุมธานี,182611.0
2023,Oct,ปทุมธานี,182611.0
2023,Nov,ปทุมธานี,182611.0
2023,Dec,ปทุมธานี,182611.0
2024,Jan,ปทุมธานี,
2024,Feb,ปทุมธานี,
2024,Mar,ปทุมธานี,
2024,Apr,ปทุมธานี,
2024,May,ปทุมธานี,
2024,Jun,ปทุมธานี,
2024,Jul,ปทุมธานี,
2024,Aug,ปทุมธานี,
2024,Sep,ปทุมธานี,
2024,Oct,ปทุมธานี,
2024,Nov,ปทุมธานี,
2024,Dec,ปทุมธานี,
2020,Jan,พระนครศรีอยุธยา,496186.0
2020,Feb,พระนครศรีอยุธยา,496186.0
2020,Mar,พระนครศรีอยุธยา,496186.0
2020,Apr,พระนครศรีอยุธยา,496186.0
2020,May,พระนครศรีอยุธยา,496186.0
2020,Jun,พระนครศรีอยุธยา,496186.0
2020,Jul,พระนครศรีอยุธยา,496186.0
2020,Aug,พระนครศรีอยุธยา,496186.0
2020,Sep,พระนครศรีอยุธยา,496186.0
2020,Oct,พระนครศรีอยุธยา,496186.0
2020,Nov,พระนครศรีอยุธยา,496186.0
2020,Dec,พระนครศรีอยุธยา,496186.0
2021,Jan,พระนครศรีอยุธยา,507689.0
2021,Feb,พระนครศรีอยุธยา,507689.0
2021,Mar,พระนครศรีอยุธยา,507689.0
2021,Apr,พระนครศรีอยุธยา,507689.0
2021,May,พระนครศรีอยุธยา,507689.0
2021,Jun,พระนครศรีอยุธยา,507689.0
2021,Jul,พระนครศรีอยุธยา,507689.0
2021,Aug,พระนครศรีอยุธยา,507689.0
2021,Sep,พระนครศรีอยุธยา,507689.0
2021,Oct,พระนครศรีอยุธยา,507689.0
2021,Nov,พระนครศรีอยุธยา,507689.0
2021,Dec,พระนครศรีอยุธยา,507689.0
2022,Jan,พระนครศรีอยุธยา,523625.0
2022,Feb,พระนครศรีอยุธยา,523625.0
2022,Mar,พระนครศรีอยุธยา,523625.0
2022,Apr,พระนครศรีอยุธยา,523625.0
2022,May,พระนครศรีอยุธยา,523625.0
2022,Jun,พระนครศรีอยุธยา,523625.0
2022,Jul,พระนครศรีอยุธยา,523625.0
2022,Aug,พระนครศรีอยุธยา,523625.0
2022,Sep,พระนครศรีอยุธยา,523625.0
2022,Oct,พระนครศรีอยุธยา,523625.0
2022,Nov,พระนครศรีอยุธยา,523625.0
2022,Dec,พระนครศรีอยุธยา,523625.0
2023,Jan,พระนครศรีอยุธยา,538059.0
2023,Feb,พระนครศรีอยุธยา,538059.0
2023,Mar,พระนครศรีอยุธยา,538059.0
2023,Apr,พระนครศรีอยุธยา,538059.0
2023,May,พระนครศรีอยุธยา,538059.0
2023,Jun,พระนครศรีอยุธยา,538059.0
2023,Jul,พระนครศรีอยุธยา,538059.0
2023,Aug,พระนครศรีอยุธยา,538059.0
2023,Sep,พระนครศรีอยุธยา,538059.0
2023,Oct,พระนครศรีอยุธยา,538059.0
2023,Nov,พระนครศรีอยุธยา,538059.0
2023,Dec,พระนครศรีอยุธยา,538059.0
2024,Jan,พระนครศรีอยุธยา,
2024,Feb,พระนครศรีอยุธยา,
2024,Mar,พระนครศรีอยุธยา,
2024,Apr,พระนครศรีอยุธยา,
2024,May,พระนครศรีอยุธยา,
2024,Jun,พระนครศรีอยุธยา,
2024,Jul,พระนครศรีอยุธยา,
2024,Aug,พระนครศรีอยุธยา,
2024,Sep,พระนครศรีอยุธยา,
2024,Oct,พระนครศรีอยุธยา,
2024,Nov,พระนครศรีอยุธยา,
2024,Dec,พระนครศรีอยุธยา,
2020,Jan,อ่างทอง,157781.0
2020,Feb,อ่างทอง,157781.0
2020,Mar,อ่างทอง,157781.0
2020,Apr,อ่างทอง,157781.0
2020,May,อ่างทอง,157781.0
2020,Jun,อ่างทอง,157781.0
2020,Jul,อ่างทอง,157781.0
2020,Aug,อ่างทอง,157781.0
2020,Sep,อ่างทอง,157781.0
2020,Oct,อ่างทอง,157781.0
2020,Nov,อ่างทอง,157781.0
2020,Dec,อ่างทอง,157781.0
2021,Jan,อ่างทอง,159061.0
2021,Feb,อ่างทอง,159061.0
2021,Mar,อ่างทอง,159061.0
2021,Apr,อ่างทอง,159061.0
2021,May,อ่างทอง,159061.0
2021,Jun,อ่างทอง,159061.0
2021,Jul,อ่างทอง,159061.0
2021,Aug,อ่างทอง,159061.0
2021,Sep,อ่างทอง,159061.0
2021,Oct,อ่างทอง,159061.0
2021,Nov,อ่างทอง,159061.0
2021,Dec,อ่างทอง,159061.0
2022,Jan,อ่างทอง,160529.0
2022,Feb,อ่างทอง,160529.0
2022,Mar,อ่างทอง,160529.0
2022,Apr,อ่างทอง,160529.0
2022,May,อ่างทอง,160529.0
2022,Jun,อ่างทอง,160529.0
2022,Jul,อ่างทอง,160529.0
2022,Aug,อ่างทอง,160529.0
2022,Sep,อ่างทอง,160529.0
2022,Oct,อ่างทอง,160529.0
2022,Nov,อ่างทอง,160529.0
2022,Dec,อ่างทอง,160529.0
2023,Jan,อ่างทอง,162704.0
2023,Feb,อ่างทอง,162704.0
2023,Mar,อ่างทอง,162704.0
2023,Apr,อ่างทอง,162704.0
2023,May,อ่างทอง,162704.0
2023,Jun,อ่างทอง,162704.0
2023,Jul,อ่างทอง,162704.0
2023,Aug,อ่างทอง,162704.0
2023,Sep,อ่างทอง,162704.0
2023,Oct,อ่างทอง,162704.0
2023,Nov,อ่างทอง,162704.0
2023,Dec,อ่างทอง,162704.0
2024,Jan,อ่างทอง,
2024,Feb,อ่างทอง,
2024,Mar,อ่างทอง,
2024,Apr,อ่างทอง,
2024,May,อ่างทอง,
2024,Jun,อ่างทอง,
2024,Jul,อ่างทอง,
2024,Aug,อ่างทอง,
2024,Sep,อ่างทอง,
2024,Oct,อ่างทอง,
2024,Nov,อ่างทอง,
2024,Dec,อ่างทอง,
2020,Jan,ลพบุรี,440032.0
2020,Feb,ลพบุรี,440032.0
2020,Mar,ลพบุรี,440032.0
2020,Apr,ลพบุรี,440032.0
2020,May,ลพบุรี,440032.0
2020,Jun,ลพบุรี,440032.0
2020,Jul,ลพบุรี,440032.0
2020,Aug,ลพบุรี,440032.0
2020,Sep,ลพบุรี,440032.0
2020,Oct,ลพบุรี,440032.0
2020,Nov,ลพบุรี,440032.0
2020,Dec,ลพบุรี,440032.0
2021,Jan,ลพบุรี,446393.0
2021,Feb,ลพบุรี,446393.0
2021,Mar,ลพบุรี,446393.0
2021,Apr,ลพบุรี,446393.0
2021,May,ลพบุรี,446393.0
2021,Jun,ลพบุรี,446393.0
2021,Jul,ลพบุรี,446393.0
2021,Aug,ลพบุรี,446393.0
2021,Sep,ลพบุรี,446393.0
2021,Oct,ลพบุรี,446393.0
2021,Nov,ลพบุรี,446393.0
2021,Dec,ลพบุรี,446393.0
2022,Jan,ลพบุรี,452352.0
2022,Feb,ลพบุรี,452352.0
2022,Mar,ลพบุรี,452352.0
2022,Apr,ลพบุรี,452352.0
2022,May,ลพบุรี,452352.0
2022,Jun,ลพบุรี,452352.0
2022,Jul,ลพบุรี,452352.0
2022,Aug,ลพบุรี,452352.0
2022,Sep,ลพบุรี,452352.0
2022,Oct,ลพบุรี,452352.0
2022,Nov,ลพบุรี,452352.0
2022,Dec,ลพบุรี,452352.0
2023,Jan,ลพบุรี,455548.0
2023,Feb,ลพบุรี,455548.0
2023,Mar,ลพบุรี,455548.0
2023,Apr,ลพบุรี,455548.0
2023,May,ลพบุรี,455548.0
2023,Jun,ลพบุรี,455548.0
2023,Jul,ลพบุรี,455548.0
2023,Aug,ลพบุรี,455548.0
2023,Sep,ลพบุรี,455548.0
2023,Oct,ลพบุรี,455548.0
2023,Nov,ลพบุรี,455548.0
2023,Dec,ลพบุรี,455548.0
2024,Jan,ลพบุรี,
2024,Feb,ลพบุรี,
2024,Mar,ลพบุรี,
2024,Apr,ลพบุรี,
2024,May,ลพบุรี,
2024,Jun,ลพบุรี,
2024,Jul,ลพบุรี,
2024,Aug,ลพบุรี,
2024,Sep,ลพบุรี,
2024,Oct,ลพบุรี,
2024,Nov,ลพบุรี,
2024,Dec,ลพบุรี,
2020,Jan,สิงห์บุรี,141577.0
2020,Feb,สิงห์บุรี,141577.0
2020,Mar,สิงห์บุรี,141577.0
2020,Apr,สิงห์บุรี,141577.0
2020,May,สิงห์บุรี,141577.0
2020,Jun,สิงห์บุรี,141577.0
2020,Jul,สิงห์บุรี,141577.0
2020,Aug,สิงห์บุรี,141577.0
2020,Sep,สิงห์บุรี,141577.0
2020,Oct,สิงห์บุรี,141577.0
2020,Nov,สิงห์บุรี,141577.0
2020,Dec,สิงห์บุรี,141577.0
2021,Jan,สิงห์บุรี,142404.0
2021,Feb,สิงห์บุรี,142404.0
2021,Mar,สิงห์บุรี,142404.0
2021,Apr,สิงห์บุรี,142404.0
2021,May,สิงห์บุรี,142404.0
2021,Jun,สิงห์บุรี,142404.0
2021,Jul,สิงห์บุรี,142404.0
2021,Aug,สิงห์บุรี,142404.0
2021,Sep,สิงห์บุรี,142404.0
2021,Oct,สิงห์บุรี,142404.0
2021,Nov,สิงห์บุรี,142404.0
2021,Dec,สิงห์บุรี,142404.0
2022,Jan,สิงห์บุรี,143809.0
2022,Feb,สิงห์บุรี,143809.0
2022,Mar,สิงห์บุรี,143809.0
2022,Apr,สิงห์บุรี,143809.0
2022,May,สิงห์บุรี,143809.0
2022,Jun,สิงห์บุรี,143809.0
2022,Jul,สิงห์บุรี,143809.0
2022,Aug,สิงห์บุรี,143809.0
2022,Sep,สิงห์บุรี,143809.0
2022,Oct,สิงห์บุรี,143809.0
2022,Nov,สิงห์บุรี,143809.0
2022,Dec,สิงห์บุรี,143809.0
2023,Jan,สิงห์บุรี,145499.0
2023,Feb,สิงห์บุรี,145499.0
2023,Mar,สิงห์บุรี,145499.0
2023,Apr,สิงห์บุรี,145499.0
2023,May,สิงห์บุรี,145499.0
2023,Jun,สิงห์บุรี,145499.0
2023,Jul,สิงห์บุรี,145499.0
2023,Aug,สิงห์บุรี,145499.0
2023,Sep,สิงห์บุรี,145499.0
2023,Oct,สิงห์บุรี,145499.0
2023,Nov,สิงห์บุรี,145499.0
2023,Dec,สิงห์บุรี,145499.0
2024,Jan,สิงห์บุรี,
2024,Feb,สิงห์บุรี,
2024,Mar,สิงห์บุรี,
2024,Apr,สิงห์บุรี,
2024,May,สิงห์บุรี,
2024,Jun,สิงห์บุรี,
2024,Jul,สิงห์บุรี,
2024,Aug,สิงห์บุรี,
2024,Sep,สิงห์บุรี,
2024,Oct,สิงห์บุรี,
2024,Nov,สิงห์บุรี,
2024,Dec,สิงห์บุรี,
2020,Jan,ชัยนาท,177321.0
2020,Feb,ชัยนาท,177321.0
2020,Mar,ชัยนาท,177321.0
2020,Apr,ชัยนาท,177321.0
2020,May,ชัยนาท,177321.0
2020,Jun,ชัยนาท,177321.0
2020,Jul,ชัยนาท,177321.0
2020,Aug,ชัยนาท,177321.0
2020,Sep,ชัยนาท,177321.0
2020,Oct,ชัยนาท,177321.0
2020,Nov,ชัยนาท,177321.0
2020,Dec,ชัยนาท,177321.0
2021,Jan,ชัยนาท,179167.0
2021,Feb,ชัยนาท,179167.0
2021,Mar,ชัยนาท,179167.0
2021,Apr,ชัยนาท,179167.0
2021,May,ชัยนาท,179167.0
2021,Jun,ชัยนาท,179167.0
2021,Jul,ชัยนาท,179167.0
2021,Aug,ชัยนาท,179167.0
2021,Sep,ชัยนาท,179167.0
2021,Oct,ชัยนาท,179167.0
2021,Nov,ชัยนาท,179167.0
2021,Dec,ชัยนาท,179167.0
2022,Jan,ชัยนาท,181917.0
2022,Feb,ชัยนาท,181917.0
2022,Mar,ชัยนาท,181917.0
2022,Apr,ชัยนาท,181917.0
2022,May,ชัยนาท,181917.0
2022,Jun,ชัยนาท,181917.0
2022,Jul,ชัยนาท,181917.0
2022,Aug,ชัยนาท,181917.0
2022,Sep,ชัยนาท,181917.0
2022,Oct,ชัยนาท,181917.0
2022,Nov,ชัยนาท,181917.0
2022,Dec,ชัยนาท,181917.0
2023,Jan,ชัยนาท,184339.0
2023,Feb,ชัยนาท,184339.0
2023,Mar,ชัยนาท,184339.0
2023,Apr,ชัยนาท,184339.0
2023,May,ชัยนาท,184339.0
2023,Jun,ชัยนาท,184339.0
2023,Jul,ชัยนาท,184339.0
2023,Aug,ชัยนาท,184339.0
2023,Sep,ชัยนาท,184339.0
2023,Oct,ชัยนาท,184339.0
2023,Nov,ชัยนาท,184339.0
2023,Dec,ชัยนาท,184339.0
2024,Jan,ชัยนาท,
2024,Feb,ชัยนาท,
2024,Mar,ชัยนาท,
2024,Apr,ชัยนาท,
2024,May,ชัยนาท,
2024,Jun,ชัยนาท,
2024,Jul,ชัยนาท,
2024,Aug,ชัยนาท,
2024,Sep,ชัยนาท,
2024,Oct,ชัยนาท,
2024,Nov,ชัยนาท,
2024,Dec,ชัยนาท,
2020,Jan,สระบุรี,448216.0
2020,Feb,สระบุรี,448216.0
2020,Mar,สระบุรี,448216.0
2020,Apr,สระบุรี,448216.0
2020,May,สระบุรี,448216.0
2020,Jun,สระบุรี,448216.0
2020,Jul,สระบุรี,448216.0
2020,Aug,สระบุรี,448216.0
2020,Sep,สระบุรี,448216.0
2020,Oct,สระบุรี,448216.0
2020,Nov,สระบุรี,448216.0
2020,Dec,สระบุรี,448216.0
2021,Jan,สระบุรี,452398.0
2021,Feb,สระบุรี,452398.0
2021,Mar,สระบุรี,452398.0
2021,Apr,สระบุรี,452398.0
2021,May,สระบุรี,452398.0
2021,Jun,สระบุรี,452398.0
2021,Jul,สระบุรี,452398.0
2021,Aug,สระบุรี,452398.0
2021,Sep,สระบุรี,452398.0
2021,Oct,สระบุรี,452398.0
2021,Nov,สระบุรี,452398.0
2021,Dec,สระบุรี,452398.0
2022,Jan,สระบุรี,460490.0
2022,Feb,สระบุรี,460490.0
2022,Mar,สระบุรี,460490.0
2022,Apr,สระบุรี,460490.0
2022,May,สระบุรี,460490.0
2022,Jun,สระบุรี,460490.0
2022,Jul,สระบุรี,460490.0
2022,Aug,สระบุรี,460490.0
2022,Sep,สระบุรี,460490.0
2022,Oct,สระบุรี,460490.0
2022,Nov,สระบุรี,460490.0
2022,Dec,สระบุรี,460490.0
2023,Jan,สระบุรี,465741.0
2023,Feb,สระบุรี,465741.0
2023,Mar,สระบุรี,465741.0
2023,Apr,สระบุรี,465741.0
2023,May,สระบุรี,465741.0
2023,Jun,สระบุรี,465741.0
2023,Jul,สระบุรี,465741.0
2023,Aug,สระบุรี,465741.0
2023,Sep,สระบุรี,465741.0
2023,Oct,สระบุรี,465741.0
2023,Nov,สระบุรี,465741.0
2023,Dec,สระบุรี,465741.0
2024,Jan,สระบุรี,
2024,Feb,สระบุรี,
2024,Mar,สระบุรี,
2024,Apr,สระบุรี,
2024,May,สระบุรี,
2024,Jun,สระบุรี,
2024,Jul,สระบุรี,
2024,Aug,สระบุรี,
2024,Sep,สระบุรี,
2024,Oct,สระบุรี,
2024,Nov,สระบุรี,
2024,Dec,สระบุรี,
2020,Jan,ชลบุรี,1655116.0
2020,Feb,ชลบุรี,1655116.0
2020,Mar,ชลบุรี,1655116.0
2020,Apr,ชลบุรี,1655116.0
2020,May,ชลบุรี,1655116.0
2020,Jun,ชลบุรี,1655116.0
2020,Jul,ชลบุรี,1655116.0
2020,Aug,ชลบุรี,1655116.0
2020,Sep,ชลบุรี,1655116.0
2020,Oct,ชลบุรี,1655116.0
2020,Nov,ชลบุรี,1655116.0
2020,Dec,ชลบุรี,1655116.0
2021,Jan,ชลบุรี,1686585.0
2021,Feb,ชลบุรี,1686585.0
2021,Mar,ชลบุรี,1686585.0
2021,Apr,ชลบุรี,1686585.0
2021,May,ชลบุรี,1686585.0
2021,Jun,ชลบุรี,1686585.0
2021,Jul,ชลบุรี,1686585.0
2021,Aug,ชลบุรี,1686585.0
2021,Sep,ชลบุรี,1686585.0
2021,Oct,ชลบุรี,1686585.0
2021,Nov,ชลบุรี,1686585.0
2021,Dec,ชลบุรี,1686585.0
2022,Jan,ชลบุรี,1743360.0
2022,Feb,ชลบุรี,1743360.0
2022,Mar,ชลบุรี,1743360.0
2022,Apr,ชลบุรี,1743360.0
2022,May,ชลบุรี,1743360.0
2022,Jun,ชลบุรี,1743360.0
2022,Jul,ชลบุรี,1743360.0
2022,Aug,ชลบุรี,1743360.0
2022,Sep,ชลบุรี,1743360.0
2022,Oct,ชลบุรี,1743360.0
2022,Nov,ชลบุรี,1743360.0
2022,Dec,ชลบุรี,1743360.0
2023,Jan,ชลบุรี,1798472.0
2023,Feb,ชลบุรี,1798472.0
2023,Mar,ชลบุรี,1798472.0
2023,Apr,ชลบุรี,1798472.0
2023,May,ชลบุรี,1798472.0
2023,Jun,ชลบุรี,1798472.0
2023,Jul,ชลบุรี,1798472.0
2023,Aug,ชลบุรี,1798472.0
2023,Sep,ชลบุรี,1798472.0
2023,Oct,ชลบุรี,1798472.0
2023,Nov,ชลบุรี,1798472.0
2023,Dec,ชลบุรี,1798472.0
2024,Jan,ชลบุรี,
2024,Feb,ชลบุรี,
2024,Mar,ชลบุรี,
2024,Apr,ชลบุรี,
2024,May,ชลบุรี,
2024,Jun,ชลบุรี,
2024,Jul,ชลบุรี,
2024,Aug,ชลบุรี,
2024,Sep,ชลบุรี,
2024,Oct,ชลบุรี,
2024,Nov,ชลบุรี,
2024,Dec,ชลบุรี,
2020,Jan,ระยอง,784884.0
2020,Feb,ระยอง,784884.0
2020,Mar,ระยอง,784884.0
2020,Apr,ระยอง,784884.0
2020,May,ระยอง,784884.0
2020,Jun,ระยอง,784884.0
2020,Jul,ระยอง,784884.0
2020,Aug,ระยอง,784884.0
2020,Sep,ระยอง,784884.0
2020,Oct,ระยอง,784884.0
2020,Nov,ระยอง,784884.0
2020,Dec,ระยอง,784884.0
2021,Jan,ระยอง,801133.0
2021,Feb,ระยอง,801133.0
2021,Mar,ระยอง,801133.0
2021,Apr,ระยอง,801133.0
2021,May,ระยอง,801133.0
2021,Jun,ระยอง,801133.0
2021,Jul,ระยอง,801133.0
2021,Aug,ระยอง,801133.0
