สถิติโรงงานอุตสาหกรรมที่จดทะเบียนกับกระทรวงอุตสาหกรรม และได้รับอนุญาตให้ประกอบกิจการใหม่ (ตามพระราชบัญญัติโรงงาน พ.ศ. 2535) จำแนกตามภาค และจังหวัด ปี พ.ศ. 2555 - 2564,,,,,,,,,,,,
,,,,,,,,,,,,
,,เงินทุน (ล้านบาท),918,834,809,"1,100","2,700",468,870,931,627,437
,,คนงานรวม (คน),462,353,398,481,"2,285",252,465,347,380,363
,,คนงานชาย,301,286,300,359,"1,008",162,291,244,280,275
,,คนงานหญิง,161,67,98,122,"1,277",90,174,103,100,88
,กาฬสินธุ์,จำนวนโรงงาน (โรงงาน),59,64,57,41,39,30,45,34,23,26
,,เงินทุน (ล้านบาท),"3,626","1,186",511,904,"4,801",822,443,272,451,622
,,คนงานรวม (คน),442,661,419,311,442,504,435,287,351,189
,,คนงานชาย,351,537,335,256,302,377,308,226,226,160
,,คนงานหญิง,91,124,84,55,140,127,127,61,125,29
,สกลนคร,จำนวนโรงงาน (โรงงาน),16,43,40,29,40,20,23,18,18,14
,,เงินทุน (ล้านบาท),313,"1,484",471,"1,146",640,780,"4,486","1,472",339,"1,231"
,,คนงานรวม (คน),93,330,399,594,325,208,835,241,139,304
,,คนงานชาย,81,255,184,434,268,154,642,170,99,192
,,คนงานหญิง,12,75,215,160,57,54,193,71,40,112
,นครพนม,จำนวนโรงงาน (โรงงาน),27,19,35,42,37,26,23,20,12,23
,,เงินทุน (ล้านบาท),148,"1,442",222,662,279,767,805,255,263,473
,,คนงานรวม (คน),436,167,273,458,362,173,191,286,180,379
,,คนงานชาย,112,135,210,333,263,140,135,143,126,192
,,คนงานหญิง,324,32,63,125,99,33,56,143,54,187
,มุกดาหาร,จำนวนโรงงาน (โรงงาน),12,17,11,20,20,11,14,6,3,7
,,เงินทุน (ล้านบาท),342,228,78,296,542,586,93,34,86,213
,,คนงานรวม (คน),226,179,65,117,183,280,110,45,34,140
,,คนงานชาย,201,137,51,104,145,222,74,41,22,101
,,คนงานหญิง,25,42,14,13,38,58,36,4,12,39
ภาคใต้,ภาคใต้,จำนวนโรงงาน (โรงงาน),410,560,463,478,485,432,484,319,310,293
,,เงินทุน (ล้านบาท),"7,354","18,385","15,710","22,555","15,634","23,231","24,307","9,812","13,314","20,411"
,,คนงานรวม (คน),"5,315","7,836","8,488","8,381","8,716","9,752","14,811","5,060","6,285","8,098"
,,คนงานชาย,"3,689","5,779","4,777","5,780","5,834","6,655","9,186","3,478","4,327","4,546"
,,คนงานหญิง,"1,626","2,057","3,711","2,601","2,882","3,097","3,113","1,582","1,958","3,552"
,นครศรีธรรมราช,จำนวนโรงงาน (โรงงาน),60,102,71,77,57,72,70,38,42,29
,,เงินทุน (ล้านบาท),"1,045","1,973","1,504","2,128","1,685","2,064","1,657",562,"1,057","1,063"
,,คนงานรวม (คน),"1,114",976,681,748,742,898,"1,557",489,348,217
,,คนงานชาย,762,713,531,555,469,632,"1,101",380,301,167
,,คนงานหญิง,352,263,150,193,273,266,456,109,47,50
,กระบี่,จำนวนโรงงาน (โรงงาน),30,30,24,29,32,14,27,21,24,11
,,เงินทุน (ล้านบาท),140,720,"1,878","1,849",863,974,"1,324","1,418","1,394","1,067"
,,คนงานรวม (คน),145,595,342,364,188,436,623,314,305,335
,,คนงานชาย,131,408,266,311,166,307,475,245,217,231
,,คนงานหญิง,14,187,76,53,22,129,148,69,88,104
,พังงา,จำนวนโรงงาน (โรงงาน),45,67,32,41,13,9,10,6,4,2
,,เงินทุน (ล้านบาท),434,"1,010",247,609,260,106,241,160,64,59
,,คนงานรวม (คน),355,577,188,232,105,113,232,189,25,16
,,คนงานชาย,303,480,155,214,77,83,166,138,16,13
,,คนงานหญิง,52,97,33,18,28,30,66,51,9,3
,ภูเก็ต,จำนวนโรงงาน (โรงงาน),10,21,24,16,14,17,9,4,14,7
,,เงินทุน (ล้านบาท),153,654,"1,155",805,705,451,118,365,909,180
,,คนงานรวม (คน),132,292,506,343,381,451,121,143,304,101
,,คนงานชาย,108,213,420,252,232,353,96,78,217,64
,,คนงานหญิง,24,79,86,91,149,98,25,65,87,37
,สุราษฎร์ธานี,จำนวนโรงงาน (โรงงาน),63,97,93,71,87,77,106,73,51,64
,,เงินทุน (ล้านบาท),"1,645","3,661","2,874","3,746","3,810","6,923","5,401","2,814","4,104","2,814"
,,คนงานรวม (คน),970,"1,977","1,699","1,284","1,776","2,723","3,693",818,"1,820",953
,,คนงานชาย,717,"1,442","1,091",814,"1,242","1,996","2,662",648,"1,163",620
,,คนงานหญิง,253,535,608,470,534,727,"1,031",170,657,333
,ระนอง,จำนวนโรงงาน (โรงงาน),15,7,12,16,18,14,21,10,15,3
,,เงินทุน (ล้านบาท),75,85,90,296,251,170,485,452,231,20
,,คนงานรวม (คน),78,92,120,208,292,183,260,269,197,18
,,คนงานชาย,67,70,94,123,133,90,160,166,158,18
,,คนงานหญิง,11,22,26,85,159,93,100,103,39,0
,ชุมพร,จำนวนโรงงาน (โรงงาน),21,36,39,48,69,34,51,29,41,31
,,เงินทุน (ล้านบาท),271,"1,270",342,"2,199","1,940","1,505","1,341",396,"1,470","7,957"
,,คนงานรวม (คน),294,987,309,649,"1,170",801,"1,498",601,739,"2,283"
,,คนงานชาย,179,695,208,457,741,512,"1,004",291,519,"1,109"
,,คนงานหญิง,115,292,101,192,429,289,494,310,220,"1,174"
,สงขลา,จำนวนโรงงาน (โรงงาน),76,97,70,73,79,79,75,79,44,53
,,เงินทุน (ล้านบาท),"1,774","6,726","3,914","3,936","3,561","5,788","6,644","1,866","2,332","5,602"
,,คนงานรวม (คน),"1,107","1,352","3,392","1,662","2,043","2,162","4,485","1,292","1,819","3,088"
,,คนงานชาย,686,"1,121","1,087","1,213","1,363","1,303","1,702",919,"1,214","1,546"
,,คนงานหญิง,421,231,"2,305",449,680,859,271,373,605,"1,542"
,สตูล,จำนวนโรงงาน (โรงงาน),6,12,16,20,15,17,20,4,10,15
,,เงินทุน (ล้านบาท),77,236,"1,057",362,645,618,71,15,236,230
,,คนงานรวม (คน),37,78,106,101,302,289,78,33,67,68
,,คนงานชาย,32,62,86,87,230,199,68,9,52,68
,,คนงานหญิง,5,16,20,14,72,90,10,24,15,0
,ตรัง,จำนวนโรงงาน (โรงงาน),25,28,18,34,52,56,53,24,27,12
,,เงินทุน (ล้านบาท),"1,320",261,320,"4,000",780,884,"4,178",225,370,130
,,คนงานรวม (คน),690,148,209,"2,047","1,212",952,"1,738",217,170,44
,,คนงานชาย,452,125,157,"1,209",874,687,"1,386",160,134,43
,,คนงานหญิง,238,23,52,838,338,265,352,57,36,1
,พัทลุง,จำนวนโรงงาน (โรงงาน),34,29,32,27,19,17,13,10,23,42
,,เงินทุน (ล้านบาท),218,827,992,"1,848",214,103,102,83,612,527
,,คนงานรวม (คน),214,447,319,376,186,180,81,107,296,401
,,คนงานชาย,102,237,195,281,124,121,57,79,190,299
,,คนงานหญิง,112,210,124,95,62,59,24,28,106,102
,ปัตตานี,จำนวนโรงงาน (โรงงาน),13,8,10,6,8,9,11,11,7,10
,,เงินทุน (ล้านบาท),188,268,"1,010",107,150,"2,838",176,"1,135",215,412
,,คนงานรวม (คน),123,86,110,155,179,216,73,373,73,184
,,คนงานชาย,94,48,91,117,70,142,56,239,59,134
,,คนงานหญิง,29,38,19,38,109,74,17,134,14,50
,ยะลา,จำนวนโรงงาน (โรงงาน),3,9,4,12,12,6,9,5,6,6
,,เงินทุน (ล้านบาท),5,572,89,198,612,578,"1,680",300,243,237
,,คนงานรวม (คน),15,126,167,122,83,99,204,170,83,241
,,คนงานชาย,15,70,146,83,57,72,137,91,58,140
,,คนงานหญิง,0,56,21,39,26,27,67,79,25,101
,นราธิวาส,จำนวนโรงงาน (โรงงาน),9,17,18,8,10,11,9,5,2,8
,,เงินทุน (ล้านบาท),9,122,238,472,157,228,889,23,77,112
,,คนงานรวม (คน),41,103,340,90,57,249,168,45,39,149
,,คนงานชาย,41,95,250,64,56,158,116,35,29,94
,,คนงานหญิง,0,8,90,26,1,91,52,10,10,55
,,,,,,,,,,,,
ที่มา: กรมโรงงานอุตสาหกรรม กระทรวงอุตสาหกรรม,,,,,,,,,,,,
